Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,15,18623.36,Biweekly,Rented,3.7,No,1,Friend,114,34487.32,No,Yes,OFW Remittance,None,0,0
Public,84,18506.71,Biweekly,Rented,5.5,Yes,1,Sibling,82,37199.33,Yes,No,OFW Remittance,Insurance,0,0
Public,65,39461.28,Bimonthly,Rented,8.6,Yes,0,Spouse,54,16988.59,No,No,None,Savings,0,0
Private,29,24181.29,Biweekly,Owned,2.4,No,2,Friend,38,36869.25,No,Yes,None,Insurance,0,1
Private,92,25325.2,Weekly,Owned,4.2,No,4,Sibling,45,19003.28,Yes,Yes,None,None,0,0
Private,9,22906.12,Weekly,Owned,2.6,No,5,Parent,16,43774.41,No,Yes,Freelance,Savings,0,0
Public,37,31523.16,Bimonthly,Rented,4.8,Yes,3,Spouse,116,38759.09,No,Yes,OFW Remittance,Community Plan,0,0
Public,102,42844.56,Bimonthly,Rented,9.6,No,5,Friend,38,37070.8,No,Yes,Freelance,Insurance,0,0
Private,87,43290.67,Monthly,Rented,0.7,No,0,Parent,10,42540.24,No,Yes,Business,Savings,0,0
Public,29,33108.37,Bimonthly,Owned,5.8,No,0,Parent,32,43341.8,No,Yes,None,Savings,0,0
Public,33,32382.83,Monthly,Owned,0.7,No,3,Parent,39,40652.63,Yes,No,OFW Remittance,Community Plan,0,0
Public,97,27488.62,Biweekly,Owned,7.0,No,5,Parent,67,20253.61,No,No,None,Community Plan,0,0
Public,111,17343.09,Weekly,Owned,4.8,Yes,0,Parent,99,35267.07,No,No,Business,Community Plan,0,0
Public,71,39964.93,Monthly,Rented,0.9,No,3,Friend,113,31003.41,No,Yes,Business,Savings,0,0
Private,68,19195.28,Biweekly,Rented,6.3,No,4,Spouse,103,15113.45,Yes,No,None,Insurance,0,0
Private,6,44229.48,Biweekly,Owned,4.3,No,2,Spouse,30,35966.89,No,Yes,None,Insurance,0,0
Public,106,32917.78,Biweekly,Owned,9.9,No,3,Sibling,16,28443.95,No,No,None,Insurance,0,1
Public,120,31145.42,Bimonthly,Owned,0.6,No,5,Spouse,79,39071.97,Yes,No,Freelance,Savings,0,0
Public,58,26592.5,Weekly,Owned,8.2,Yes,4,Friend,108,16549.68,Yes,Yes,Business,Savings,0,0
Private,117,19905.9,Monthly,Rented,2.6,No,0,Parent,103,36001.38,Yes,Yes,None,Community Plan,0,0
Private,80,43148.3,Monthly,Owned,2.4,No,3,Parent,113,27452.0,No,No,OFW Remittance,Insurance,0,0
Private,8,17324.98,Monthly,Rented,3.5,Yes,1,Friend,36,17849.7,Yes,No,OFW Remittance,Savings,0,1
Public,95,21954.73,Monthly,Rented,2.7,No,2,Spouse,65,44264.03,No,No,Freelance,Insurance,0,0
Public,119,29320.3,Monthly,Owned,3.9,No,4,Spouse,102,33195.26,No,No,OFW Remittance,Insurance,0,0
Private,32,18568.74,Monthly,Rented,9.8,Yes,1,Parent,57,37235.08,No,No,OFW Remittance,None,0,0
Public,110,41144.14,Biweekly,Rented,5.5,No,3,Friend,48,19513.16,No,No,OFW Remittance,None,0,0
Public,25,44298.75,Monthly,Rented,4.7,Yes,0,Parent,65,40775.22,No,No,Business,None,0,0
Public,79,15388.71,Weekly,Owned,6.3,No,2,Friend,17,18663.63,Yes,No,OFW Remittance,Insurance,0,0
Public,65,28284.69,Weekly,Rented,1.5,No,4,Friend,41,25697.16,No,No,OFW Remittance,Savings,0,0
Private,41,44876.98,Biweekly,Owned,7.1,No,1,Friend,65,33682.18,Yes,Yes,OFW Remittance,Insurance,0,0
Public,9,17773.08,Weekly,Rented,1.8,No,3,Parent,30,35960.77,No,Yes,OFW Remittance,Savings,0,1
Private,117,26240.67,Biweekly,Owned,3.2,No,5,Friend,43,33078.34,Yes,No,None,Savings,0,0
Private,94,41001.77,Biweekly,Rented,2.4,Yes,5,Friend,113,34349.15,Yes,No,None,None,0,0
Public,107,44387.08,Bimonthly,Owned,0.8,Yes,1,Parent,90,17396.66,Yes,No,Freelance,Insurance,0,0
Public,107,19013.04,Monthly,Owned,8.3,No,4,Sibling,60,29930.44,No,Yes,None,Insurance,0,0
Public,96,42331.42,Bimonthly,Rented,5.7,No,2,Spouse,105,25329.4,No,Yes,Business,Community Plan,0,0
Public,110,31254.36,Monthly,Rented,4.3,Yes,5,Sibling,59,37309.09,Yes,Yes,None,Community Plan,0,0
Public,50,40548.23,Bimonthly,Rented,2.0,Yes,0,Parent,53,37198.37,Yes,Yes,Business,Community Plan,0,0
Private,20,18107.79,Monthly,Owned,7.5,Yes,4,Friend,60,15502.66,Yes,Yes,Freelance,None,0,0
Public,119,39036.39,Monthly,Rented,8.0,No,5,Spouse,93,43282.67,Yes,Yes,Freelance,Insurance,0,0
Public,30,38226.97,Monthly,Owned,1.9,No,3,Sibling,48,21956.8,Yes,Yes,Business,Insurance,0,0
Private,48,36478.49,Bimonthly,Owned,3.9,No,1,Friend,118,27064.31,Yes,Yes,Freelance,None,0,0
Public,72,19487.31,Biweekly,Owned,6.2,No,2,Spouse,52,28607.41,No,Yes,Business,Insurance,0,1
Public,119,23038.15,Monthly,Owned,8.8,No,4,Parent,97,39449.68,Yes,Yes,OFW Remittance,Insurance,0,0
Private,28,24286.97,Monthly,Rented,1.6,No,4,Spouse,114,21513.11,Yes,No,Freelance,None,0,1
Public,8,43078.2,Monthly,Rented,5.0,Yes,0,Sibling,73,39304.0,No,No,Freelance,Savings,0,0
Public,33,17441.17,Bimonthly,Rented,4.9,No,2,Friend,27,33849.49,Yes,No,OFW Remittance,None,0,1
Private,78,22351.76,Weekly,Rented,2.9,Yes,2,Friend,111,44283.77,No,Yes,None,Community Plan,0,0
Public,84,38910.88,Weekly,Owned,5.0,Yes,4,Spouse,55,27655.29,Yes,No,None,Community Plan,0,0
Public,104,22941.08,Weekly,Owned,8.8,Yes,3,Friend,80,26670.86,No,Yes,None,Community Plan,0,1
Public,86,30947.62,Weekly,Rented,2.0,Yes,5,Sibling,102,43810.66,No,Yes,None,None,0,1
Private,81,17216.95,Weekly,Owned,2.5,Yes,3,Sibling,40,29370.62,Yes,Yes,Freelance,Insurance,0,0
Private,76,42590.02,Monthly,Owned,2.8,No,5,Sibling,68,20680.93,No,Yes,Business,Savings,0,0
Public,115,17300.65,Weekly,Rented,2.5,No,4,Friend,32,20850.11,No,Yes,Business,Savings,0,0
Private,53,36489.75,Bimonthly,Rented,5.1,No,3,Spouse,105,21656.56,Yes,No,Business,Community Plan,0,0
Private,93,29708.07,Bimonthly,Rented,7.1,Yes,0,Friend,114,36694.84,No,Yes,Freelance,Savings,0,0
Private,112,40314.04,Weekly,Rented,9.2,No,1,Parent,22,32110.04,Yes,No,None,Community Plan,0,0
Private,79,23808.57,Weekly,Rented,5.8,Yes,5,Sibling,88,42688.76,Yes,No,Business,Savings,0,0
Public,67,44472.95,Biweekly,Owned,1.7,Yes,5,Friend,67,22709.58,No,No,None,None,0,0
Private,110,39788.35,Biweekly,Rented,6.7,Yes,5,Friend,79,24778.62,No,Yes,None,Community Plan,0,0
Public,90,41585.65,Bimonthly,Rented,7.6,Yes,1,Friend,113,16150.31,No,Yes,OFW Remittance,None,0,0
Private,110,34584.64,Monthly,Rented,6.5,No,5,Parent,84,27261.29,No,Yes,None,Community Plan,0,0
Public,72,25131.21,Bimonthly,Rented,8.0,No,1,Parent,58,16552.41,No,Yes,Business,Savings,0,0
Private,17,23396.8,Weekly,Rented,5.5,No,5,Spouse,75,38514.05,Yes,No,Freelance,Community Plan,0,0
Public,72,31702.28,Weekly,Owned,7.0,No,5,Parent,78,24912.88,No,No,None,Insurance,0,0
Private,69,17941.13,Weekly,Owned,8.8,No,2,Spouse,80,42747.17,Yes,No,None,Savings,0,0
Public,62,37206.09,Weekly,Rented,1.8,No,5,Parent,61,22855.37,No,Yes,OFW Remittance,Insurance,0,0
Public,95,33058.84,Weekly,Owned,9.6,Yes,2,Friend,74,20065.39,Yes,No,Business,Community Plan,0,0
Public,101,40555.13,Monthly,Owned,8.4,Yes,5,Spouse,85,28476.95,Yes,Yes,Freelance,Community Plan,0,0
Public,21,41132.61,Monthly,Owned,2.3,No,3,Parent,32,40089.4,No,Yes,None,None,0,0
Public,64,22999.12,Monthly,Rented,8.0,Yes,5,Spouse,83,19955.49,Yes,No,None,Community Plan,0,1
Public,80,41975.16,Monthly,Owned,3.9,No,0,Sibling,91,25820.57,Yes,No,Business,Savings,0,0
Private,6,42933.02,Biweekly,Owned,7.4,Yes,5,Sibling,44,26334.9,No,Yes,Business,Community Plan,0,0
Public,19,27702.33,Monthly,Rented,5.9,No,0,Parent,64,19542.13,No,Yes,OFW Remittance,Community Plan,0,1
Public,82,16997.95,Bimonthly,Rented,4.4,No,5,Friend,10,43657.4,No,Yes,None,None,0,0
Private,98,22491.54,Bimonthly,Owned,3.3,No,1,Parent,51,20785.87,No,Yes,None,Insurance,0,0
Public,43,20308.7,Biweekly,Owned,3.2,No,2,Spouse,83,38058.6,No,Yes,OFW Remittance,Community Plan,0,0
Private,15,38404.9,Weekly,Owned,1.4,No,3,Parent,54,38970.37,No,No,Business,Insurance,0,0
Private,67,22209.73,Weekly,Rented,0.2,Yes,4,Friend,78,23374.4,No,Yes,Freelance,Savings,0,0
Private,85,37980.72,Bimonthly,Owned,6.2,No,4,Friend,91,16567.09,Yes,No,None,Savings,0,0
Private,93,42158.2,Biweekly,Rented,5.2,Yes,1,Parent,32,27384.65,Yes,No,Business,Insurance,0,0
Private,22,16257.55,Bimonthly,Owned,1.2,No,4,Spouse,44,35566.39,No,No,Freelance,Insurance,0,0
Private,68,18286.55,Weekly,Rented,2.9,No,0,Spouse,38,31957.02,No,No,None,Savings,0,0
Public,18,21735.06,Monthly,Rented,3.1,Yes,0,Spouse,42,15574.59,Yes,No,Freelance,Insurance,0,0
Private,20,42716.17,Biweekly,Owned,2.0,Yes,5,Spouse,75,43801.41,Yes,No,Freelance,Insurance,0,0
Public,92,35287.66,Bimonthly,Rented,7.3,No,0,Parent,67,23572.26,Yes,No,Freelance,Insurance,0,0
Private,65,20043.61,Biweekly,Rented,2.5,No,2,Friend,84,40514.59,No,No,Business,Community Plan,0,0
Private,56,23940.73,Monthly,Owned,5.3,No,4,Parent,14,29828.6,Yes,No,OFW Remittance,Savings,0,0
Private,29,21426.9,Biweekly,Rented,2.3,Yes,0,Spouse,101,31660.78,No,Yes,None,Insurance,0,0
Private,79,26550.14,Bimonthly,Owned,3.5,No,2,Parent,88,31218.48,No,No,None,None,0,0
Private,8,35842.67,Bimonthly,Owned,5.8,Yes,1,Spouse,94,20367.08,No,Yes,Business,Savings,0,0
Public,71,30185.22,Biweekly,Rented,3.7,No,4,Sibling,62,42343.91,Yes,No,Freelance,None,0,0
Public,21,25143.65,Biweekly,Rented,7.4,Yes,0,Friend,10,27185.86,Yes,Yes,Freelance,Community Plan,0,0
Private,14,16483.06,Weekly,Owned,5.8,No,2,Spouse,47,43064.75,Yes,Yes,Business,Insurance,0,0
Private,99,34929.09,Biweekly,Rented,8.2,No,2,Parent,23,36354.8,Yes,No,Business,Insurance,0,0
Public,32,15406.19,Monthly,Owned,5.0,No,0,Friend,83,43684.6,Yes,No,OFW Remittance,Insurance,0,0
Public,74,32079.94,Bimonthly,Rented,6.4,Yes,5,Friend,67,27375.06,No,Yes,Business,Community Plan,0,0
Public,27,37944.29,Weekly,Rented,8.5,Yes,0,Spouse,91,25564.1,Yes,Yes,None,Savings,0,0
Public,77,16288.3,Biweekly,Rented,5.5,Yes,3,Parent,114,32176.42,Yes,Yes,Business,Insurance,0,0
Private,36,25051.11,Bimonthly,Rented,2.5,No,3,Sibling,60,22234.79,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,47,42477.52,Biweekly,Owned,9.4,No,4,Spouse,101,21673.23,No,Yes,OFW Remittance,Community Plan,0,0
Public,66,15466.18,Bimonthly,Owned,0.9,Yes,3,Friend,70,22596.36,No,Yes,Business,Community Plan,0,0
Private,43,18052.62,Weekly,Rented,8.2,Yes,1,Sibling,55,15491.69,Yes,No,OFW Remittance,Savings,0,0
Public,96,21960.81,Biweekly,Rented,8.7,Yes,5,Sibling,32,23692.41,No,Yes,Freelance,Savings,0,0
Public,6,25878.28,Monthly,Owned,4.0,Yes,4,Spouse,14,43097.28,No,Yes,OFW Remittance,Community Plan,0,0
Private,98,43031.08,Monthly,Rented,7.7,No,2,Spouse,49,20779.88,Yes,No,Business,Insurance,0,0
Public,108,29409.47,Biweekly,Owned,2.9,Yes,5,Spouse,46,33437.64,Yes,No,Business,Community Plan,0,0
Private,69,44816.0,Weekly,Rented,8.1,No,0,Sibling,65,35796.33,No,Yes,Business,Savings,0,0
Public,57,18068.99,Monthly,Rented,7.4,No,4,Parent,45,30221.59,Yes,No,Freelance,Community Plan,0,0
Private,70,30926.9,Bimonthly,Rented,6.2,Yes,5,Friend,119,33445.42,Yes,Yes,Freelance,Community Plan,0,0
Public,118,44157.03,Bimonthly,Owned,8.1,No,1,Friend,83,16277.25,No,Yes,None,Savings,0,0
Public,110,21708.52,Monthly,Owned,0.8,Yes,3,Parent,49,39436.53,No,Yes,Freelance,Savings,0,0
Public,97,38831.84,Weekly,Rented,7.5,Yes,5,Sibling,41,17464.42,Yes,Yes,None,Savings,0,0
Public,34,19770.25,Monthly,Owned,3.1,No,5,Friend,110,17233.99,No,Yes,OFW Remittance,None,0,0
Public,42,16188.93,Bimonthly,Rented,5.4,Yes,1,Spouse,92,25876.77,Yes,Yes,Freelance,None,0,1
Private,48,15588.92,Biweekly,Rented,2.2,No,5,Spouse,61,20192.02,No,No,Freelance,Savings,0,1
Public,85,38814.11,Weekly,Owned,5.2,No,3,Parent,25,26649.61,Yes,Yes,Business,None,0,0
Private,34,22593.08,Biweekly,Owned,6.8,No,2,Parent,102,26009.48,Yes,No,Business,None,0,0
Public,39,19606.6,Biweekly,Owned,8.9,No,2,Spouse,86,21241.48,Yes,No,OFW Remittance,Insurance,0,0
Private,58,31367.4,Monthly,Owned,0.6,Yes,3,Friend,106,19964.95,No,No,None,Community Plan,0,0
Private,60,37709.29,Weekly,Owned,6.0,No,0,Parent,69,16518.89,Yes,Yes,None,Insurance,0,0
Public,110,31204.51,Monthly,Owned,1.0,No,4,Parent,114,33059.95,No,No,None,Savings,0,0
Public,40,41823.4,Biweekly,Rented,4.7,Yes,5,Friend,55,26249.0,No,No,OFW Remittance,Community Plan,0,0
Public,39,15151.63,Monthly,Rented,6.0,Yes,0,Sibling,91,42231.58,Yes,Yes,Business,Savings,0,0
Public,120,15606.48,Monthly,Rented,4.4,No,4,Spouse,82,16132.69,Yes,No,None,None,0,0
Public,6,15645.19,Bimonthly,Owned,5.8,No,0,Parent,20,41136.88,No,No,Freelance,None,0,0
Public,79,15646.55,Monthly,Rented,3.3,Yes,1,Parent,75,42260.31,No,Yes,None,Savings,0,0
Public,119,25234.78,Bimonthly,Rented,7.6,Yes,4,Sibling,43,40881.35,No,No,Business,Savings,0,0
Public,43,31752.27,Biweekly,Owned,1.3,Yes,0,Parent,65,40783.49,No,No,None,None,0,0
Private,92,16816.86,Monthly,Rented,7.0,No,4,Parent,108,36685.58,Yes,No,None,Community Plan,0,0
Public,77,23587.63,Bimonthly,Rented,0.9,No,2,Spouse,84,37027.08,No,Yes,None,Insurance,0,1
Private,85,42973.96,Bimonthly,Owned,0.3,Yes,1,Parent,96,24275.17,No,Yes,OFW Remittance,None,0,0
Public,30,20401.22,Bimonthly,Rented,4.0,Yes,1,Friend,66,27864.75,Yes,Yes,OFW Remittance,Insurance,0,0
Public,108,28565.96,Weekly,Owned,7.0,Yes,3,Friend,67,20496.03,Yes,Yes,Business,Savings,0,0
Private,110,34610.31,Weekly,Owned,6.7,Yes,5,Spouse,68,22110.8,No,No,Business,Community Plan,0,1
Private,27,39167.26,Monthly,Rented,6.1,No,1,Spouse,56,23184.49,No,Yes,None,Insurance,0,0
Public,75,27584.64,Monthly,Rented,9.8,Yes,4,Spouse,73,25514.06,No,No,Business,None,0,0
Private,94,25186.18,Biweekly,Owned,8.5,Yes,3,Friend,40,38475.67,Yes,Yes,Freelance,Savings,0,0
Public,70,44898.0,Weekly,Rented,6.7,No,4,Friend,17,43453.28,Yes,No,Business,Savings,0,0
Private,70,43968.32,Biweekly,Owned,0.6,No,1,Spouse,115,29717.16,No,No,Business,Savings,0,0
Public,54,40194.56,Biweekly,Rented,9.3,Yes,2,Friend,32,27585.64,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,78,26559.35,Monthly,Rented,6.3,No,3,Spouse,67,15800.38,No,Yes,Business,Insurance,0,0
Private,80,26053.98,Monthly,Owned,2.7,Yes,2,Parent,68,24071.08,Yes,Yes,Business,Insurance,0,0
Private,13,41381.62,Bimonthly,Owned,8.6,Yes,0,Friend,56,29680.97,No,Yes,None,Savings,0,0
Private,83,15034.36,Weekly,Rented,9.7,No,1,Parent,21,43192.75,Yes,Yes,Freelance,Insurance,0,0
Public,35,37798.72,Biweekly,Rented,3.4,Yes,4,Parent,118,39039.28,Yes,No,Business,Insurance,0,0
Public,34,32011.1,Biweekly,Owned,1.5,Yes,2,Sibling,93,38695.52,No,Yes,Freelance,Savings,0,0
Public,50,40103.5,Weekly,Owned,8.4,Yes,3,Friend,74,25169.73,No,No,Freelance,Community Plan,0,0
Public,11,24815.41,Biweekly,Rented,8.5,Yes,0,Parent,86,25670.08,No,Yes,Freelance,None,0,0
Public,77,22429.87,Monthly,Rented,1.7,No,2,Friend,98,26156.29,Yes,No,Business,Savings,0,0
Private,19,36443.44,Bimonthly,Owned,7.6,No,1,Parent,19,35657.24,No,Yes,Business,None,0,0
Public,73,44934.57,Biweekly,Owned,2.0,No,1,Spouse,119,25223.68,Yes,No,Business,None,0,1
Public,19,43624.9,Biweekly,Rented,3.7,No,1,Friend,95,24921.19,No,Yes,Freelance,Insurance,0,0
Private,80,32893.66,Bimonthly,Owned,4.7,Yes,0,Friend,53,15547.6,Yes,Yes,Business,Insurance,0,1
Private,59,29859.46,Biweekly,Rented,8.0,Yes,2,Sibling,51,35419.47,No,Yes,OFW Remittance,Community Plan,0,0
Private,32,25338.75,Bimonthly,Rented,1.1,Yes,0,Parent,93,36252.28,No,No,None,Insurance,0,0
Public,47,16360.62,Biweekly,Rented,6.0,Yes,0,Parent,11,20519.86,Yes,Yes,None,Savings,0,0
Public,98,15659.18,Weekly,Owned,4.1,Yes,2,Parent,11,39260.31,Yes,No,Business,None,0,0
Public,81,17901.37,Biweekly,Rented,4.1,Yes,5,Sibling,31,24225.75,Yes,Yes,Freelance,Insurance,0,0
Public,38,16180.2,Weekly,Rented,4.1,Yes,1,Spouse,90,44723.15,Yes,Yes,Business,Savings,0,0
Public,53,18412.37,Monthly,Owned,6.6,No,4,Friend,27,38709.5,Yes,Yes,None,None,0,0
Private,39,20651.91,Biweekly,Rented,4.3,No,4,Friend,60,37641.99,No,Yes,Freelance,Insurance,0,1
Public,41,20804.83,Biweekly,Owned,8.0,No,0,Friend,100,41564.66,No,No,OFW Remittance,Community Plan,0,0
Public,105,24873.97,Bimonthly,Rented,0.4,No,1,Sibling,79,27149.15,No,Yes,Business,Community Plan,0,0
Public,88,23492.55,Biweekly,Rented,3.1,Yes,4,Sibling,25,23553.32,Yes,Yes,None,Insurance,0,0
Public,78,28858.95,Biweekly,Rented,9.9,Yes,2,Friend,27,19423.13,No,Yes,Freelance,None,0,0
Public,86,43823.74,Biweekly,Owned,1.8,Yes,4,Friend,60,31791.25,Yes,Yes,Business,Community Plan,0,0
Private,102,26644.24,Biweekly,Rented,3.6,No,4,Parent,31,36300.71,Yes,No,None,Community Plan,0,0
Private,110,44484.47,Bimonthly,Rented,3.6,No,1,Spouse,102,28592.47,No,Yes,Business,Savings,0,0
Public,38,42437.36,Biweekly,Owned,2.7,No,4,Parent,10,39460.33,Yes,Yes,Business,None,0,0
Public,9,26931.9,Biweekly,Rented,7.3,Yes,1,Sibling,41,36564.71,Yes,No,OFW Remittance,Savings,0,0
Public,112,37905.29,Weekly,Rented,6.0,No,2,Sibling,119,21015.99,Yes,Yes,Business,Insurance,0,0
Private,9,33050.13,Weekly,Rented,7.4,No,1,Spouse,32,36723.15,No,No,OFW Remittance,Insurance,0,1
Public,68,24905.22,Weekly,Owned,4.4,No,0,Sibling,22,42806.07,No,No,OFW Remittance,Community Plan,0,0
Public,118,33074.11,Monthly,Owned,2.4,Yes,3,Friend,111,19218.66,No,No,None,Insurance,0,0
Public,15,20832.42,Bimonthly,Rented,1.5,Yes,2,Friend,81,26334.44,No,Yes,OFW Remittance,Community Plan,0,1
Public,93,20591.33,Weekly,Rented,5.6,No,0,Sibling,40,17883.38,Yes,Yes,OFW Remittance,Savings,0,0
Public,56,34211.79,Biweekly,Owned,8.1,No,1,Spouse,82,32248.04,No,Yes,Freelance,Insurance,0,0
Public,13,18849.68,Bimonthly,Rented,1.5,Yes,0,Spouse,120,29478.4,Yes,No,Business,Insurance,0,0
Public,20,33535.0,Biweekly,Owned,6.7,Yes,5,Friend,29,23408.25,Yes,No,Freelance,Insurance,0,0
Public,82,44677.11,Bimonthly,Owned,6.4,Yes,1,Friend,40,28271.37,Yes,Yes,OFW Remittance,None,0,0
Public,44,41502.13,Biweekly,Owned,2.6,Yes,0,Sibling,11,18632.1,Yes,No,OFW Remittance,None,0,0
Private,48,40586.63,Weekly,Owned,7.4,Yes,4,Sibling,48,21495.31,No,No,None,Savings,0,0
Private,91,24610.71,Bimonthly,Rented,6.0,Yes,5,Sibling,14,40691.29,No,Yes,None,None,0,0
Private,47,19582.93,Biweekly,Rented,4.4,Yes,2,Spouse,113,38332.81,No,Yes,OFW Remittance,Insurance,0,0
Public,8,22308.54,Biweekly,Owned,8.9,Yes,5,Spouse,98,19603.37,Yes,Yes,None,Insurance,0,1
Public,84,26979.3,Monthly,Owned,2.7,Yes,4,Spouse,21,27414.4,Yes,No,Business,None,0,0
Private,27,40722.36,Biweekly,Owned,6.8,No,0,Parent,72,19682.0,No,Yes,OFW Remittance,None,0,0
Public,62,33303.97,Biweekly,Owned,5.4,No,5,Parent,69,42215.03,Yes,No,OFW Remittance,None,0,0
Private,47,24531.14,Biweekly,Rented,7.0,Yes,5,Sibling,79,33947.53,Yes,No,None,Savings,0,1
Public,105,42749.7,Bimonthly,Owned,2.6,Yes,2,Spouse,100,18014.47,No,Yes,None,Savings,0,0
Private,68,33938.08,Weekly,Owned,6.2,Yes,4,Sibling,95,33691.55,No,No,None,None,0,1
Public,41,43068.58,Monthly,Rented,1.8,Yes,3,Spouse,63,20441.04,No,No,Business,Savings,0,0
Private,19,26670.47,Weekly,Owned,5.7,Yes,1,Sibling,50,21502.53,No,No,Business,Insurance,0,0
Private,107,23896.56,Biweekly,Rented,5.9,Yes,4,Sibling,118,38814.08,Yes,Yes,Freelance,None,0,0
Private,104,16222.18,Bimonthly,Rented,2.2,No,0,Parent,50,25944.3,No,Yes,Business,Insurance,0,0
Private,86,36485.44,Bimonthly,Rented,8.2,Yes,2,Friend,18,30523.65,Yes,No,Freelance,Community Plan,0,0
Private,87,38583.88,Monthly,Owned,8.8,Yes,0,Friend,107,35696.38,Yes,Yes,Freelance,None,0,0
Public,63,31389.11,Monthly,Rented,1.2,No,4,Parent,55,44855.01,Yes,No,None,Savings,0,0
Private,103,35616.47,Biweekly,Owned,2.6,Yes,3,Friend,85,31848.6,Yes,Yes,OFW Remittance,Insurance,0,0
Public,114,32115.34,Monthly,Owned,3.6,No,1,Spouse,68,30038.71,Yes,No,None,Savings,0,0
Public,86,31449.84,Weekly,Rented,4.2,No,2,Spouse,63,23201.41,No,Yes,Business,Community Plan,0,0
Private,100,22498.46,Biweekly,Owned,9.8,No,1,Spouse,26,37449.61,No,Yes,OFW Remittance,Savings,0,0
Private,25,27225.04,Bimonthly,Owned,5.1,No,2,Sibling,85,23964.25,No,Yes,OFW Remittance,Savings,0,0
Public,92,25466.15,Monthly,Rented,8.2,Yes,3,Sibling,32,20864.79,No,No,OFW Remittance,Community Plan,0,1
Private,93,15572.38,Biweekly,Rented,5.9,No,0,Spouse,37,35216.38,No,No,Freelance,Community Plan,0,0
Public,42,36493.03,Monthly,Owned,3.1,No,1,Parent,80,44977.47,No,No,Freelance,Insurance,0,0
Public,31,39472.24,Biweekly,Owned,2.4,Yes,3,Sibling,60,43295.12,No,Yes,Business,Community Plan,0,0
Public,12,43047.57,Weekly,Rented,7.5,Yes,0,Parent,19,40208.99,No,Yes,OFW Remittance,Community Plan,0,0
Public,118,36860.86,Weekly,Rented,9.3,Yes,5,Spouse,15,23168.04,Yes,Yes,Freelance,Community Plan,0,0
Private,104,37491.26,Monthly,Rented,5.0,No,3,Parent,101,38457.72,No,Yes,OFW Remittance,Insurance,0,0
Public,20,43241.76,Biweekly,Owned,5.4,No,5,Spouse,95,36323.84,Yes,Yes,Business,Savings,0,0
Private,78,26157.83,Biweekly,Rented,3.7,No,2,Parent,17,15037.9,Yes,Yes,Freelance,Savings,0,0
Public,39,31178.27,Weekly,Owned,8.2,No,2,Parent,37,22537.18,No,Yes,OFW Remittance,Community Plan,0,0
Private,72,37631.08,Weekly,Owned,4.5,No,4,Parent,103,17328.07,Yes,Yes,None,Community Plan,0,0
Private,30,43153.22,Biweekly,Owned,3.1,Yes,3,Spouse,115,15399.48,Yes,No,Business,Insurance,0,0
Private,13,36733.68,Monthly,Owned,8.2,Yes,3,Sibling,39,42860.84,No,Yes,OFW Remittance,Savings,0,0
Public,41,39011.08,Bimonthly,Owned,7.0,Yes,1,Spouse,108,33742.8,Yes,No,OFW Remittance,None,0,0
Private,38,36711.09,Weekly,Rented,4.3,No,4,Spouse,35,21051.03,No,Yes,OFW Remittance,None,0,0
Public,87,21415.49,Bimonthly,Owned,9.1,No,4,Parent,85,22156.9,Yes,Yes,Freelance,None,0,0
Private,95,41326.78,Monthly,Owned,6.6,No,5,Sibling,26,29742.81,No,No,OFW Remittance,Savings,0,0
Public,69,42083.95,Monthly,Owned,6.9,No,2,Parent,33,18154.69,Yes,Yes,Freelance,Savings,0,0
Public,111,40871.18,Monthly,Rented,7.9,Yes,2,Friend,78,33889.25,No,Yes,None,Savings,0,0
Public,70,17075.12,Weekly,Rented,9.4,No,3,Spouse,116,26055.3,Yes,No,Business,Insurance,0,0
Public,43,30799.91,Bimonthly,Owned,4.4,Yes,2,Friend,103,43523.96,Yes,Yes,Freelance,Savings,0,0
Public,23,43711.16,Bimonthly,Rented,8.5,No,4,Spouse,74,31266.24,Yes,No,Business,Savings,0,0
Public,50,19683.4,Monthly,Owned,3.1,No,2,Friend,63,43023.92,No,No,OFW Remittance,Insurance,0,0
Private,97,38075.56,Bimonthly,Rented,9.7,No,1,Sibling,63,15235.17,No,No,OFW Remittance,None,0,0
Private,70,28763.95,Monthly,Owned,6.9,No,1,Spouse,112,38434.9,Yes,No,None,Community Plan,0,1
Private,32,26123.42,Bimonthly,Rented,7.9,Yes,5,Friend,45,24143.59,Yes,Yes,Freelance,Savings,0,1
Private,45,40722.93,Weekly,Owned,1.1,No,5,Sibling,20,15895.18,Yes,Yes,None,Insurance,0,0
Public,33,17276.83,Weekly,Owned,5.7,Yes,1,Friend,34,29736.32,Yes,Yes,Business,Insurance,0,1
Public,37,43667.87,Monthly,Rented,9.2,Yes,0,Sibling,91,22276.62,No,Yes,Freelance,None,0,0
Private,40,28415.38,Weekly,Owned,4.6,No,1,Sibling,108,26020.64,No,No,None,Savings,0,0
