Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,90,26599.41,Weekly,Owned,1.5,No,1,Sibling,25,21789.49,Yes,No,None,Insurance,0,0
Public,26,38684.8,Biweekly,Rented,7.9,Yes,1,Parent,53,22037.78,Yes,No,Freelance,None,0,0
Public,93,24074.4,Monthly,Owned,1.1,Yes,3,Friend,38,20782.03,No,Yes,OFW Remittance,Savings,0,0
Private,117,28698.03,Monthly,Rented,5.6,Yes,3,Spouse,63,42742.76,No,No,Business,Community Plan,0,0
Private,22,38528.64,Biweekly,Rented,8.3,No,1,Parent,83,38534.52,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,58,40499.01,Weekly,Owned,7.1,No,4,Sibling,95,19339.65,Yes,Yes,Freelance,None,0,0
Private,27,39437.62,Monthly,Rented,3.0,Yes,4,Sibling,59,38653.67,Yes,Yes,Freelance,None,0,0
Private,12,38555.61,Bimonthly,Rented,1.7,Yes,4,Friend,37,17753.23,No,Yes,Freelance,None,0,1
Public,115,17038.16,Biweekly,Owned,5.5,No,4,Parent,82,30386.27,No,No,None,Insurance,0,0
Public,20,30055.85,Biweekly,Owned,5.6,No,1,Sibling,49,41935.31,No,No,None,Community Plan,0,1
Public,43,39987.13,Weekly,Owned,9.2,Yes,2,Sibling,94,15850.74,Yes,No,Business,Community Plan,0,0
Private,75,35711.31,Biweekly,Owned,1.7,No,4,Sibling,73,18589.39,No,No,Freelance,Community Plan,0,0
Private,113,22552.87,Bimonthly,Owned,9.0,No,3,Sibling,63,29428.68,Yes,No,Business,Savings,0,0
Private,34,19816.98,Biweekly,Rented,0.7,Yes,5,Friend,115,17221.07,Yes,No,Business,Insurance,0,1
Private,34,23029.68,Bimonthly,Rented,5.0,No,1,Sibling,42,38084.17,Yes,Yes,Business,Savings,0,0
Private,42,29478.88,Monthly,Rented,3.0,No,1,Sibling,88,35328.57,No,Yes,None,Community Plan,0,0
Public,89,35392.31,Bimonthly,Owned,4.3,Yes,3,Spouse,13,26308.35,Yes,Yes,OFW Remittance,Savings,0,0
Private,108,18974.49,Bimonthly,Owned,7.5,No,5,Spouse,15,20845.41,Yes,No,Freelance,Savings,0,0
Public,86,17019.48,Bimonthly,Rented,4.9,Yes,2,Spouse,92,35652.87,Yes,Yes,OFW Remittance,Savings,0,0
Private,55,21695.38,Bimonthly,Rented,9.3,No,4,Parent,37,32724.6,No,No,OFW Remittance,None,0,1
Private,113,38800.05,Biweekly,Rented,0.6,No,1,Parent,52,18072.56,No,Yes,Business,Savings,0,0
Public,50,31972.34,Weekly,Owned,1.9,Yes,5,Spouse,98,35903.54,Yes,No,None,Savings,0,1
Private,55,36737.31,Monthly,Rented,4.8,No,3,Friend,18,27558.82,No,No,OFW Remittance,Insurance,0,0
Private,95,18223.98,Bimonthly,Owned,4.8,Yes,2,Friend,53,22899.3,Yes,No,Freelance,Savings,0,1
Public,119,42854.84,Weekly,Owned,2.4,No,0,Sibling,100,22716.52,No,Yes,Freelance,Insurance,0,0
Private,56,22431.44,Weekly,Rented,3.6,No,5,Sibling,17,35542.75,No,Yes,OFW Remittance,Savings,0,0
Private,83,29189.5,Monthly,Rented,9.1,No,5,Friend,93,44416.0,No,No,Freelance,Savings,0,1
Private,60,18068.38,Biweekly,Owned,1.0,No,5,Sibling,21,26420.6,No,No,Freelance,Community Plan,0,0
Private,39,18751.44,Biweekly,Owned,5.7,Yes,4,Friend,74,27248.61,No,No,Freelance,Community Plan,0,0
Private,105,20736.52,Monthly,Rented,2.0,No,1,Friend,30,23132.33,No,No,None,Savings,0,0
Private,36,22669.61,Monthly,Rented,6.5,Yes,1,Sibling,38,20398.67,No,Yes,None,Insurance,0,0
Public,54,38104.48,Weekly,Rented,6.6,Yes,2,Friend,58,30637.41,No,Yes,Freelance,Savings,0,1
Public,36,29677.39,Weekly,Rented,4.6,No,0,Friend,40,36651.77,No,No,OFW Remittance,Savings,0,0
Public,6,15692.07,Monthly,Owned,6.9,Yes,5,Sibling,115,28670.23,No,No,OFW Remittance,Savings,0,0
Private,93,16919.72,Monthly,Rented,0.9,Yes,5,Sibling,68,16600.8,No,Yes,OFW Remittance,Insurance,0,0
Private,95,29736.17,Bimonthly,Owned,1.0,Yes,4,Friend,17,43265.97,Yes,No,Business,Community Plan,0,0
Private,60,24792.02,Bimonthly,Owned,3.5,No,5,Sibling,106,19550.15,No,No,Freelance,Savings,0,0
Public,53,28493.4,Biweekly,Rented,9.8,No,1,Parent,10,27778.32,Yes,Yes,Business,Insurance,0,0
Public,14,36710.8,Monthly,Rented,9.8,No,1,Parent,48,33898.74,No,Yes,Freelance,Community Plan,0,0
Private,116,40743.66,Bimonthly,Owned,8.9,No,3,Spouse,11,29570.04,Yes,No,None,None,0,0
Public,33,44108.68,Biweekly,Rented,6.5,Yes,4,Sibling,120,28463.37,No,No,OFW Remittance,Community Plan,0,0
Private,90,18210.23,Biweekly,Rented,0.2,Yes,1,Spouse,48,20077.84,Yes,Yes,Freelance,None,0,0
Private,42,23155.97,Bimonthly,Rented,0.3,No,1,Sibling,56,39269.97,No,Yes,None,None,0,0
Public,94,23825.69,Biweekly,Owned,6.3,Yes,5,Parent,61,31513.99,Yes,No,Freelance,None,0,1
Public,94,36184.74,Bimonthly,Owned,6.6,No,3,Spouse,104,31790.11,Yes,Yes,None,Community Plan,0,0
Public,7,39135.16,Weekly,Rented,4.0,No,3,Friend,31,40131.95,No,No,None,Insurance,0,0
Public,105,26873.01,Bimonthly,Rented,0.5,No,1,Friend,115,39958.33,Yes,Yes,None,None,0,0
Private,86,32404.08,Monthly,Owned,8.4,No,0,Sibling,105,17776.21,Yes,Yes,Freelance,None,0,0
Private,107,29682.59,Weekly,Owned,7.7,Yes,2,Friend,70,32539.17,Yes,Yes,OFW Remittance,None,0,0
Public,40,41559.77,Weekly,Owned,8.4,Yes,5,Parent,36,17467.63,Yes,Yes,OFW Remittance,None,0,0
Private,41,27249.91,Bimonthly,Owned,6.2,No,1,Friend,119,24162.63,No,Yes,None,Insurance,0,0
Public,86,36829.08,Bimonthly,Owned,8.6,No,3,Friend,88,36740.87,No,No,Freelance,Savings,0,0
Private,26,41756.87,Bimonthly,Owned,3.1,No,5,Sibling,19,26714.62,No,Yes,Business,None,0,0
Private,49,38182.96,Biweekly,Owned,9.8,No,4,Sibling,98,19353.06,Yes,Yes,Freelance,Savings,0,0
Private,92,26357.52,Weekly,Rented,0.3,Yes,2,Parent,85,24701.8,No,Yes,None,Community Plan,0,0
Public,49,27408.85,Weekly,Rented,8.7,Yes,2,Friend,78,35849.48,Yes,No,OFW Remittance,Insurance,0,1
Private,57,20401.18,Monthly,Owned,7.8,Yes,0,Friend,20,30886.7,Yes,Yes,None,Insurance,0,0
Private,58,34751.37,Weekly,Owned,6.2,No,3,Spouse,56,33429.74,Yes,No,Business,None,0,0
Private,52,27604.56,Monthly,Rented,1.6,Yes,5,Friend,58,25096.02,Yes,No,None,Community Plan,0,0
Private,8,37921.46,Monthly,Owned,0.2,No,4,Spouse,32,25158.6,No,Yes,None,Insurance,0,0
Private,23,32938.97,Bimonthly,Rented,9.9,Yes,2,Spouse,75,24314.11,Yes,Yes,OFW Remittance,Savings,0,0
Private,99,19212.78,Biweekly,Rented,1.4,Yes,1,Sibling,65,33006.67,No,Yes,OFW Remittance,Insurance,0,0
Private,82,19798.39,Weekly,Rented,8.5,No,2,Parent,93,30182.98,No,No,Business,Insurance,0,0
Public,48,43579.71,Biweekly,Rented,3.3,No,1,Parent,93,40203.72,No,No,OFW Remittance,Community Plan,0,0
Public,48,35127.7,Biweekly,Owned,0.5,No,2,Friend,79,15301.47,No,Yes,Business,None,0,0
Public,86,43337.1,Biweekly,Rented,4.1,Yes,5,Friend,52,30622.76,No,Yes,OFW Remittance,Savings,0,0
Private,69,28672.39,Biweekly,Owned,6.9,Yes,3,Friend,12,28626.07,Yes,Yes,Freelance,Insurance,0,0
Private,93,27305.82,Bimonthly,Owned,3.0,Yes,3,Sibling,99,17595.81,Yes,Yes,Freelance,Community Plan,0,1
Private,95,32712.54,Biweekly,Rented,6.3,Yes,2,Sibling,99,43011.78,Yes,Yes,OFW Remittance,Insurance,0,0
Private,97,31658.58,Weekly,Owned,1.9,No,5,Parent,120,41542.1,Yes,Yes,OFW Remittance,Insurance,0,0
Public,120,25714.83,Bimonthly,Rented,6.4,No,5,Spouse,97,27114.76,No,No,Freelance,Insurance,0,0
Public,48,18546.39,Weekly,Owned,3.6,Yes,3,Parent,100,41743.93,Yes,Yes,Business,Savings,0,0
Public,91,33721.19,Biweekly,Rented,2.2,Yes,4,Spouse,97,33542.99,Yes,No,OFW Remittance,Insurance,0,0
Private,104,17773.96,Weekly,Rented,7.3,No,5,Friend,86,44873.29,Yes,Yes,Freelance,None,0,0
Public,100,21576.98,Bimonthly,Rented,0.3,No,1,Spouse,16,44910.36,No,No,OFW Remittance,Insurance,0,0
Private,76,25575.23,Weekly,Rented,4.7,No,5,Spouse,27,24997.36,Yes,Yes,None,Savings,0,0
Public,90,34539.63,Biweekly,Rented,0.2,Yes,2,Friend,47,28059.01,Yes,No,Business,None,0,0
Public,73,22459.52,Bimonthly,Owned,5.3,Yes,4,Parent,89,30200.39,Yes,No,Business,None,0,0
Public,78,26786.02,Monthly,Owned,6.5,Yes,2,Spouse,119,37673.65,Yes,No,Business,Insurance,0,0
Public,75,40517.4,Monthly,Owned,8.4,Yes,5,Friend,47,22632.44,No,Yes,None,Savings,0,0
Public,79,36652.27,Biweekly,Rented,8.4,Yes,4,Sibling,69,23687.16,No,Yes,None,Savings,0,0
Public,39,26194.41,Weekly,Owned,8.2,No,2,Parent,109,18964.59,Yes,No,Business,None,0,1
Public,55,40277.92,Monthly,Rented,9.6,Yes,3,Friend,95,36033.96,Yes,No,OFW Remittance,Community Plan,0,0
Public,101,41545.98,Biweekly,Owned,9.4,Yes,2,Friend,39,36057.57,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,75,25808.69,Monthly,Owned,4.3,Yes,5,Friend,98,17513.47,Yes,Yes,Freelance,Community Plan,0,0
Public,83,31676.78,Weekly,Owned,6.0,Yes,2,Parent,45,19743.42,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,84,39192.17,Weekly,Owned,8.4,Yes,5,Parent,105,19224.84,Yes,Yes,None,Community Plan,0,0
Private,114,34871.58,Monthly,Rented,8.4,Yes,4,Friend,55,36926.22,Yes,No,OFW Remittance,Community Plan,0,1
Private,12,18178.02,Biweekly,Owned,6.8,Yes,3,Parent,53,42082.99,No,No,OFW Remittance,Community Plan,0,0
Private,19,23189.94,Weekly,Owned,8.0,No,2,Spouse,51,30342.35,No,No,None,Insurance,0,0
Public,6,34959.83,Biweekly,Rented,2.1,No,2,Parent,117,38402.41,Yes,Yes,None,Insurance,0,0
Public,29,41473.1,Bimonthly,Owned,9.8,No,1,Sibling,39,21519.71,Yes,No,None,Savings,0,0
Private,107,33445.24,Biweekly,Owned,5.0,Yes,0,Friend,60,38927.48,Yes,No,None,None,0,0
Public,19,35342.31,Biweekly,Owned,0.6,Yes,4,Friend,90,22837.15,No,No,Business,None,0,1
Private,116,43548.39,Monthly,Rented,8.6,Yes,5,Spouse,14,23689.88,Yes,Yes,Business,Community Plan,0,0
Private,63,22943.66,Bimonthly,Owned,7.9,No,2,Sibling,11,32496.0,No,No,OFW Remittance,Savings,0,0
Public,63,31404.65,Biweekly,Rented,4.8,Yes,4,Friend,108,30418.03,No,Yes,Business,Community Plan,0,0
Private,27,44805.69,Weekly,Owned,7.6,No,3,Friend,50,32867.38,No,Yes,OFW Remittance,Insurance,0,1
Public,32,15848.42,Bimonthly,Owned,1.7,No,1,Friend,113,44354.2,Yes,Yes,None,Community Plan,0,0
Private,71,38536.47,Biweekly,Owned,8.4,No,4,Parent,12,31592.41,Yes,No,Freelance,Insurance,0,0
Public,78,40794.13,Bimonthly,Rented,9.7,Yes,0,Parent,70,42959.98,Yes,Yes,Freelance,Community Plan,0,0
Public,110,27019.29,Biweekly,Owned,2.9,No,2,Parent,103,30411.76,Yes,No,Freelance,None,0,0
Private,19,16422.61,Bimonthly,Owned,7.8,Yes,4,Parent,69,32700.0,No,No,Business,Community Plan,0,1
Private,38,26548.45,Weekly,Rented,4.7,No,2,Friend,26,33523.24,No,Yes,None,Insurance,0,0
Public,104,21391.03,Weekly,Rented,10.0,Yes,5,Spouse,74,25968.6,Yes,Yes,Business,Savings,0,1
Private,108,41941.92,Monthly,Rented,1.8,No,1,Friend,21,19677.94,No,Yes,None,None,0,0
Public,89,41605.06,Weekly,Rented,7.2,No,4,Parent,99,40984.03,Yes,Yes,None,Community Plan,0,0
Private,21,40095.74,Bimonthly,Rented,9.5,Yes,5,Sibling,54,20518.62,No,Yes,OFW Remittance,Savings,0,0
Public,38,35984.91,Bimonthly,Owned,2.3,Yes,1,Sibling,47,21096.27,No,Yes,Freelance,Insurance,0,0
Public,99,25012.06,Monthly,Rented,0.9,No,5,Sibling,82,36387.98,Yes,Yes,None,Community Plan,0,0
Public,29,21384.43,Biweekly,Rented,7.4,No,1,Friend,84,38277.58,Yes,Yes,OFW Remittance,Insurance,0,0
Private,97,24923.04,Weekly,Owned,6.7,Yes,5,Parent,22,16008.52,Yes,No,Business,Community Plan,0,0
Public,28,16323.79,Weekly,Owned,2.3,No,2,Spouse,120,15449.92,Yes,No,None,Community Plan,0,0
Private,68,40591.85,Weekly,Owned,9.1,Yes,4,Spouse,73,35638.11,Yes,No,OFW Remittance,None,0,0
Private,102,18438.38,Bimonthly,Owned,3.9,No,0,Parent,77,42958.11,No,No,OFW Remittance,Community Plan,0,0
Private,14,22265.54,Monthly,Owned,5.2,Yes,1,Friend,13,22203.48,Yes,Yes,OFW Remittance,None,0,0
Public,35,32626.95,Bimonthly,Owned,4.6,Yes,0,Sibling,93,38467.81,No,Yes,Business,None,0,0
Public,44,36134.24,Monthly,Owned,5.3,Yes,1,Sibling,43,15988.07,Yes,No,Freelance,Insurance,0,0
Public,84,27758.19,Bimonthly,Owned,0.1,Yes,4,Spouse,24,22722.08,No,No,None,Savings,0,0
Private,15,44115.01,Biweekly,Rented,1.5,No,1,Spouse,55,32768.07,Yes,No,Freelance,Community Plan,0,0
Public,88,15948.71,Bimonthly,Rented,5.9,No,5,Parent,86,15137.08,No,No,Business,Savings,0,0
Public,117,28353.76,Biweekly,Owned,8.1,Yes,0,Friend,91,18187.88,No,No,None,Community Plan,0,0
Public,43,44069.51,Bimonthly,Owned,3.0,No,0,Friend,38,15374.58,No,No,None,Insurance,0,0
Private,60,29130.4,Weekly,Rented,5.9,Yes,1,Sibling,87,22962.76,Yes,No,Business,None,0,0
Private,92,32173.19,Monthly,Owned,3.8,No,3,Friend,22,39831.64,Yes,No,OFW Remittance,Savings,0,0
Private,79,35342.77,Monthly,Rented,3.0,Yes,5,Parent,70,34888.99,Yes,Yes,Freelance,Community Plan,0,0
Private,81,41934.9,Weekly,Rented,5.6,Yes,4,Sibling,59,23666.58,Yes,No,OFW Remittance,Savings,0,0
Public,14,22633.29,Bimonthly,Rented,1.2,Yes,4,Friend,41,20170.18,Yes,No,None,None,0,0
Public,59,20827.93,Weekly,Owned,1.9,Yes,5,Friend,120,24115.57,Yes,Yes,Business,Savings,0,0
Public,77,15126.29,Weekly,Owned,6.2,Yes,5,Spouse,84,33180.77,Yes,Yes,None,None,0,0
Public,60,38396.74,Weekly,Owned,6.2,No,1,Sibling,31,20642.85,No,No,OFW Remittance,Community Plan,0,0
Public,104,36181.66,Bimonthly,Rented,7.6,Yes,2,Friend,105,17248.81,Yes,Yes,Freelance,Insurance,0,0
Public,73,31636.81,Weekly,Rented,5.0,Yes,2,Spouse,67,34451.7,Yes,Yes,None,Community Plan,0,0
Public,6,38344.88,Bimonthly,Owned,6.2,No,0,Parent,68,44897.99,Yes,Yes,OFW Remittance,None,0,0
Public,42,36668.84,Weekly,Rented,0.3,No,0,Sibling,42,37035.28,Yes,No,Freelance,None,0,0
Private,12,34376.56,Bimonthly,Owned,6.0,Yes,0,Sibling,55,36781.48,Yes,No,Business,Community Plan,0,0
Private,112,40580.37,Weekly,Owned,6.0,No,4,Spouse,54,22198.41,No,No,OFW Remittance,Savings,0,0
Private,77,43872.51,Biweekly,Rented,5.8,No,2,Spouse,36,22446.95,Yes,No,None,Savings,0,0
Private,39,39820.15,Weekly,Rented,6.0,Yes,3,Sibling,79,32621.29,No,Yes,Freelance,Community Plan,0,0
Private,98,25072.64,Monthly,Owned,9.9,No,2,Spouse,98,27049.06,No,No,Freelance,Savings,0,0
Public,8,36749.94,Monthly,Rented,1.4,No,4,Parent,31,35071.93,Yes,No,Business,Savings,0,0
Private,55,29200.54,Biweekly,Owned,1.1,Yes,1,Sibling,40,43735.85,Yes,Yes,Business,Community Plan,0,0
Public,74,25545.42,Biweekly,Owned,1.6,Yes,1,Spouse,73,41823.38,No,Yes,None,Community Plan,0,0
Public,111,15592.72,Bimonthly,Rented,7.1,No,0,Friend,29,27790.42,Yes,No,Freelance,Insurance,0,0
Public,86,20622.25,Bimonthly,Owned,0.4,No,0,Friend,58,26576.85,No,Yes,OFW Remittance,Insurance,0,1
Private,81,38611.24,Biweekly,Owned,0.9,Yes,4,Spouse,93,26588.41,Yes,No,Business,Community Plan,0,0
Private,57,29966.11,Monthly,Rented,1.3,No,4,Spouse,77,24129.23,No,Yes,Business,None,0,0
Private,39,25253.16,Weekly,Owned,5.3,No,0,Sibling,55,32113.59,Yes,Yes,Freelance,Insurance,0,0
Public,120,21402.68,Monthly,Owned,5.0,Yes,5,Parent,71,25528.25,Yes,Yes,Freelance,Community Plan,0,0
Public,19,37271.05,Bimonthly,Rented,7.6,No,5,Friend,11,37147.27,No,Yes,None,Insurance,0,0
Public,42,28902.8,Monthly,Rented,4.5,Yes,1,Sibling,78,43965.02,No,No,Business,Insurance,0,0
Private,11,34013.51,Biweekly,Owned,6.4,No,5,Spouse,33,27963.64,No,No,Freelance,Community Plan,0,0
Public,37,15790.37,Weekly,Owned,4.7,No,1,Friend,120,17668.87,No,Yes,OFW Remittance,Community Plan,0,1
Private,45,40462.99,Weekly,Rented,5.8,No,4,Friend,15,40821.58,Yes,No,Freelance,Savings,0,0
Private,28,29101.75,Weekly,Owned,8.8,No,3,Friend,81,33195.99,No,No,Freelance,Community Plan,0,0
Public,71,18863.17,Weekly,Rented,3.5,Yes,0,Sibling,106,44896.39,No,Yes,Business,Savings,0,0
Public,45,28521.44,Biweekly,Rented,8.6,No,1,Spouse,39,21016.82,Yes,Yes,None,None,0,0
Private,108,17164.89,Biweekly,Rented,7.0,No,0,Parent,104,20203.79,No,No,Freelance,Savings,0,0
Private,26,33378.66,Bimonthly,Owned,2.8,No,5,Spouse,77,40200.03,No,Yes,OFW Remittance,Community Plan,0,0
Private,12,23443.55,Bimonthly,Owned,5.9,No,3,Parent,64,43842.6,No,Yes,None,Insurance,0,0
Private,98,41126.72,Bimonthly,Owned,0.2,No,3,Sibling,106,44289.21,No,Yes,Business,Community Plan,0,0
Public,88,32475.59,Monthly,Rented,7.9,No,4,Sibling,113,39347.54,Yes,Yes,OFW Remittance,Savings,0,0
Private,54,15549.2,Monthly,Rented,1.8,Yes,0,Parent,75,30462.25,Yes,No,None,Savings,0,0
Private,32,33084.29,Biweekly,Rented,3.4,No,4,Parent,59,27047.48,No,No,None,Savings,0,0
Private,32,32489.71,Monthly,Owned,9.6,No,4,Friend,87,29724.61,No,Yes,Business,None,0,0
Private,30,33388.4,Bimonthly,Rented,5.5,Yes,3,Spouse,28,17139.22,Yes,No,Freelance,Insurance,0,1
Public,84,25279.91,Bimonthly,Rented,7.3,No,4,Sibling,90,35864.73,No,No,None,Insurance,0,1
Private,58,27522.35,Weekly,Rented,3.0,Yes,4,Spouse,56,36516.79,No,Yes,None,None,0,0
Private,107,31709.68,Monthly,Owned,6.3,No,0,Parent,65,37949.57,No,Yes,Freelance,Insurance,0,0
Private,36,33948.79,Monthly,Owned,5.3,Yes,0,Sibling,73,27487.02,No,No,OFW Remittance,Savings,0,0
Private,10,16463.72,Monthly,Owned,2.5,No,1,Friend,19,40157.1,Yes,No,Freelance,Insurance,0,0
Public,23,30586.26,Bimonthly,Rented,7.0,No,1,Sibling,106,36197.59,Yes,No,OFW Remittance,Insurance,0,0
Public,51,38938.88,Weekly,Rented,4.1,Yes,0,Sibling,84,25515.86,No,Yes,OFW Remittance,Insurance,0,0
Private,25,31601.85,Weekly,Owned,7.2,No,3,Parent,85,37387.14,Yes,Yes,Freelance,Insurance,0,0
Public,117,41979.17,Biweekly,Owned,6.9,Yes,1,Parent,46,38046.86,Yes,No,Business,Community Plan,0,0
Private,79,16904.32,Bimonthly,Owned,4.5,No,1,Sibling,86,36321.16,Yes,Yes,OFW Remittance,None,0,0
Public,47,33300.21,Monthly,Rented,2.2,Yes,1,Parent,81,32970.34,No,No,None,Insurance,0,0
Private,92,17016.91,Weekly,Owned,1.5,No,2,Sibling,84,28854.54,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,57,25383.67,Weekly,Owned,0.9,Yes,4,Parent,75,21663.79,Yes,No,Freelance,Insurance,0,0
Private,89,34164.31,Weekly,Rented,3.9,No,4,Parent,52,37272.33,No,No,None,Community Plan,0,0
Private,79,16489.89,Biweekly,Owned,2.1,No,1,Parent,17,32083.93,No,Yes,None,Community Plan,0,1
Public,38,23257.58,Bimonthly,Owned,3.7,No,3,Sibling,108,38827.32,No,Yes,OFW Remittance,None,0,0
Private,8,27090.02,Bimonthly,Rented,9.4,Yes,0,Friend,30,31428.43,Yes,No,None,Savings,0,1
Public,115,17081.96,Bimonthly,Owned,7.3,No,1,Sibling,41,16099.15,No,No,None,Savings,0,0
Private,42,36317.39,Monthly,Rented,6.6,No,1,Parent,54,32842.72,Yes,Yes,None,Community Plan,0,0
Private,10,33405.84,Monthly,Rented,8.8,Yes,3,Spouse,95,29011.17,No,No,Freelance,Community Plan,0,0
Public,98,33396.62,Monthly,Owned,3.3,No,5,Spouse,53,34353.45,Yes,Yes,None,Insurance,0,0
Public,58,27955.9,Bimonthly,Rented,4.2,Yes,2,Sibling,42,18729.49,No,Yes,None,Community Plan,0,0
Public,63,20206.0,Biweekly,Owned,4.2,Yes,5,Parent,42,37145.54,No,Yes,Freelance,Insurance,0,0
Private,86,27701.66,Bimonthly,Rented,2.5,Yes,1,Friend,63,21442.81,Yes,Yes,Business,Savings,0,0
Public,40,16821.89,Biweekly,Owned,3.0,No,2,Spouse,29,22223.96,Yes,No,OFW Remittance,Savings,0,0
Public,37,40599.26,Weekly,Rented,7.6,No,3,Friend,54,16612.55,No,No,None,Savings,0,1
Private,81,30490.69,Monthly,Owned,9.2,Yes,5,Parent,57,43614.83,No,No,OFW Remittance,Insurance,0,0
Private,9,37458.62,Bimonthly,Owned,3.8,No,4,Spouse,48,15163.5,No,Yes,OFW Remittance,Savings,0,0
Public,25,38941.75,Monthly,Rented,5.8,Yes,0,Spouse,98,40338.96,No,No,Business,Insurance,0,0
Private,93,29984.25,Bimonthly,Owned,7.9,No,4,Sibling,14,22811.54,No,Yes,OFW Remittance,Savings,0,0
Private,73,19347.2,Monthly,Owned,7.6,Yes,3,Spouse,83,28061.39,No,Yes,None,Community Plan,0,0
Private,82,19474.55,Bimonthly,Owned,1.1,No,3,Friend,100,40745.23,No,No,None,Insurance,0,0
Private,93,35849.82,Monthly,Owned,9.5,Yes,4,Spouse,14,25136.5,Yes,No,None,Savings,0,0
Private,81,20608.59,Bimonthly,Owned,2.0,No,0,Sibling,63,42919.78,No,Yes,Freelance,Savings,0,0
Private,18,42238.36,Weekly,Owned,4.4,Yes,2,Sibling,95,27590.05,Yes,No,Freelance,Savings,0,0
Public,77,26669.3,Monthly,Owned,9.9,Yes,2,Spouse,60,22063.52,Yes,Yes,OFW Remittance,Insurance,0,0
Public,58,30647.27,Bimonthly,Owned,2.7,Yes,2,Friend,71,41927.66,Yes,Yes,None,None,0,0
Public,14,17168.82,Bimonthly,Owned,7.5,Yes,2,Sibling,48,29512.37,No,Yes,Freelance,None,0,0
Public,7,15887.66,Biweekly,Owned,5.2,Yes,4,Spouse,77,37413.43,Yes,No,None,Community Plan,0,0
Public,12,35412.35,Weekly,Rented,3.0,Yes,1,Friend,98,39144.96,Yes,No,Business,Insurance,0,1
Public,30,25565.42,Monthly,Rented,0.2,No,4,Sibling,30,38313.75,Yes,Yes,Freelance,Savings,0,0
Public,114,20578.36,Monthly,Rented,9.0,No,0,Sibling,53,25972.34,Yes,Yes,Freelance,None,0,0
Public,103,37066.18,Biweekly,Rented,8.4,Yes,2,Friend,27,21085.9,No,No,None,None,0,0
Private,52,25118.58,Bimonthly,Rented,9.6,No,1,Friend,95,24117.47,No,No,Business,Insurance,0,0
Private,60,37203.7,Biweekly,Owned,3.7,Yes,4,Friend,77,43650.54,No,No,None,None,0,0
Private,33,22712.85,Bimonthly,Owned,9.1,No,4,Sibling,62,40730.47,Yes,Yes,Business,Savings,0,1
Public,102,24972.08,Biweekly,Rented,4.8,Yes,0,Parent,17,28657.76,No,No,OFW Remittance,Insurance,0,0
Public,22,18510.71,Biweekly,Rented,6.4,Yes,0,Parent,117,41321.77,Yes,Yes,Business,Community Plan,0,0
Public,7,34679.3,Bimonthly,Owned,2.4,No,3,Spouse,96,15426.95,Yes,No,Business,None,0,1
Public,119,20915.04,Bimonthly,Rented,3.5,No,0,Parent,12,22883.29,No,Yes,Business,Savings,0,0
Private,97,17071.76,Biweekly,Rented,9.0,Yes,5,Spouse,59,38437.62,No,Yes,Business,None,0,0
Private,6,37641.42,Weekly,Rented,2.3,Yes,3,Parent,31,42281.88,Yes,No,None,Community Plan,0,1
Private,92,34232.9,Bimonthly,Owned,9.7,Yes,1,Spouse,75,16845.19,Yes,Yes,None,Insurance,0,0
Private,87,30649.11,Bimonthly,Owned,8.0,Yes,4,Parent,112,30900.95,No,No,OFW Remittance,None,0,0
Public,110,21556.77,Biweekly,Owned,8.8,Yes,3,Parent,72,19643.29,Yes,No,Business,Community Plan,0,0
Public,94,42479.91,Weekly,Owned,4.6,Yes,2,Spouse,87,16664.19,Yes,No,None,None,0,0
Private,118,24213.75,Biweekly,Owned,10.0,Yes,5,Friend,107,38201.26,Yes,No,OFW Remittance,Insurance,0,0
Public,113,33708.85,Bimonthly,Owned,9.9,Yes,3,Friend,112,32799.23,Yes,Yes,None,Insurance,0,1
Public,32,16670.56,Monthly,Owned,7.8,No,1,Parent,32,36104.07,No,Yes,None,Community Plan,0,0
Public,114,27949.19,Biweekly,Rented,2.4,Yes,0,Friend,37,23030.13,Yes,No,None,Community Plan,0,0
Private,26,19223.56,Bimonthly,Owned,4.4,No,4,Sibling,37,44145.78,Yes,Yes,OFW Remittance,Insurance,0,0
Public,84,16955.69,Monthly,Owned,3.9,No,4,Spouse,101,36118.97,No,No,Freelance,Savings,0,0
Private,29,43064.98,Bimonthly,Rented,4.9,Yes,1,Sibling,35,20388.91,Yes,Yes,None,Insurance,0,0
Private,12,35323.89,Weekly,Rented,4.3,No,3,Sibling,46,41655.02,Yes,No,Freelance,Insurance,0,0
Private,66,30207.13,Weekly,Owned,0.4,Yes,1,Sibling,83,24749.6,Yes,No,OFW Remittance,Community Plan,0,0
Private,90,22711.43,Biweekly,Rented,2.0,Yes,1,Friend,108,43331.51,Yes,No,Freelance,Savings,0,0
Private,102,35055.14,Biweekly,Owned,4.6,Yes,0,Parent,83,29264.09,No,Yes,Freelance,Insurance,0,0
