Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,45,41253.97,Monthly,Owned,9.1,Yes,4,Parent,42,40926.58,Yes,No,OFW Remittance,Insurance,0,0
Private,23,34476.33,Weekly,Rented,4.1,No,2,Spouse,82,27437.3,No,No,Freelance,Savings,0,0
Public,27,41670.95,Weekly,Owned,7.3,No,3,Spouse,94,19285.55,No,Yes,None,Community Plan,0,0
Public,54,34380.85,Bimonthly,Owned,1.0,No,1,Sibling,15,15988.46,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,45,24798.63,Bimonthly,Rented,5.5,No,1,Sibling,38,25383.85,Yes,Yes,Business,Community Plan,0,0
Private,86,39511.27,Bimonthly,Rented,1.9,No,5,Friend,64,32536.27,Yes,No,OFW Remittance,None,0,0
Private,73,32517.94,Bimonthly,Rented,5.8,No,4,Parent,78,41070.55,Yes,Yes,Freelance,Insurance,0,1
Public,106,32321.49,Monthly,Rented,0.3,Yes,3,Sibling,55,41502.23,Yes,Yes,None,None,0,0
Private,68,43613.83,Bimonthly,Owned,4.7,Yes,2,Sibling,48,44887.14,No,Yes,Freelance,None,0,0
Private,96,43087.51,Monthly,Owned,1.8,No,5,Sibling,50,44983.22,No,Yes,OFW Remittance,Savings,0,0
Private,99,40809.47,Monthly,Owned,9.6,No,5,Spouse,115,22465.42,Yes,No,Business,Community Plan,0,0
Public,41,44854.1,Weekly,Rented,5.2,No,3,Friend,42,40280.38,No,Yes,None,None,0,0
Private,65,25317.33,Bimonthly,Owned,6.8,Yes,5,Spouse,86,34556.88,No,Yes,Freelance,Community Plan,0,1
Public,33,28213.4,Bimonthly,Owned,1.4,Yes,1,Friend,111,42132.29,No,Yes,None,None,0,0
Private,96,32308.02,Monthly,Owned,4.0,No,3,Spouse,72,39732.39,Yes,Yes,Business,None,0,0
Public,81,33610.44,Monthly,Owned,8.7,Yes,5,Sibling,27,22561.43,Yes,Yes,OFW Remittance,None,0,0
Public,38,33230.14,Biweekly,Rented,0.4,No,4,Spouse,36,31314.46,No,Yes,OFW Remittance,Savings,0,0
Public,120,19435.33,Biweekly,Owned,5.9,No,5,Friend,89,44379.85,No,Yes,OFW Remittance,Community Plan,0,0
Public,73,29277.28,Weekly,Rented,3.0,Yes,2,Parent,13,20391.96,No,No,Business,Community Plan,0,1
Private,25,27366.76,Bimonthly,Rented,9.0,No,1,Spouse,102,23810.79,Yes,Yes,OFW Remittance,None,0,0
Private,42,20245.09,Bimonthly,Owned,1.9,No,4,Sibling,100,36152.69,No,Yes,OFW Remittance,None,0,0
Private,75,31310.6,Monthly,Owned,3.3,Yes,0,Friend,30,44712.73,Yes,No,None,Insurance,0,0
Private,43,39723.46,Bimonthly,Rented,3.8,No,1,Spouse,62,33465.54,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,68,44435.14,Weekly,Rented,8.7,Yes,2,Sibling,116,19530.69,Yes,No,None,Community Plan,0,0
Private,75,42095.89,Bimonthly,Owned,0.2,Yes,4,Friend,61,27416.97,Yes,Yes,Business,Community Plan,0,0
Private,64,38597.73,Weekly,Owned,3.5,No,2,Sibling,20,27390.9,Yes,Yes,Business,Insurance,0,0
Private,104,18334.7,Biweekly,Rented,6.7,Yes,1,Sibling,47,38981.66,No,Yes,Business,None,0,0
Public,66,19904.76,Bimonthly,Owned,1.0,No,1,Friend,42,15004.43,No,No,Business,None,0,0
Private,34,28498.44,Weekly,Rented,1.4,No,3,Spouse,97,17019.73,No,No,Business,Savings,0,0
Private,113,27569.08,Bimonthly,Owned,9.4,Yes,1,Sibling,71,35068.53,No,Yes,Business,None,0,0
Private,21,33787.05,Monthly,Owned,9.8,No,5,Friend,65,25661.73,No,Yes,OFW Remittance,Insurance,0,0
Public,31,38426.48,Biweekly,Owned,6.5,No,2,Spouse,109,36137.57,Yes,Yes,None,Savings,0,0
Private,24,32492.18,Weekly,Owned,1.1,Yes,4,Parent,78,22046.41,Yes,No,None,Insurance,0,0
Public,76,26317.45,Weekly,Owned,1.4,No,5,Sibling,64,25918.26,Yes,No,None,Insurance,0,0
Private,10,17323.78,Weekly,Rented,3.4,Yes,1,Sibling,35,40571.94,Yes,No,Business,Savings,0,1
Public,109,16340.21,Biweekly,Rented,7.5,No,4,Friend,55,28140.31,No,Yes,Freelance,Insurance,0,0
Private,103,23904.89,Biweekly,Rented,5.6,Yes,5,Friend,112,16167.9,No,Yes,Freelance,None,0,0
Public,96,15424.53,Monthly,Rented,3.7,No,0,Sibling,89,30210.39,No,Yes,Freelance,Insurance,0,0
Public,78,41916.25,Monthly,Rented,8.2,No,5,Sibling,18,30093.73,Yes,Yes,Freelance,None,0,0
Public,23,44183.21,Biweekly,Rented,7.2,No,1,Friend,83,15840.6,No,No,None,Savings,0,0
Private,10,20407.69,Monthly,Rented,2.7,Yes,0,Friend,96,24217.09,No,No,Freelance,Savings,0,1
Private,77,23097.85,Biweekly,Rented,2.1,No,0,Sibling,55,31370.89,Yes,No,None,Community Plan,0,0
Public,28,29750.33,Biweekly,Rented,9.9,No,0,Sibling,56,43196.82,No,Yes,Freelance,Insurance,0,0
Public,24,36969.33,Weekly,Rented,9.8,No,4,Parent,43,18947.75,Yes,No,Business,None,0,0
Public,18,34754.5,Monthly,Rented,6.6,Yes,4,Parent,37,27338.51,Yes,Yes,None,None,0,0
Private,63,21504.3,Weekly,Owned,4.5,No,1,Friend,20,20468.7,Yes,Yes,Freelance,None,0,0
Public,84,23064.32,Weekly,Rented,2.5,No,3,Friend,45,28533.74,No,No,OFW Remittance,Insurance,0,0
Public,36,41459.17,Biweekly,Rented,1.3,No,5,Spouse,44,22743.03,Yes,Yes,None,Community Plan,0,0
Private,94,28498.34,Monthly,Rented,9.1,Yes,0,Sibling,50,22637.55,Yes,No,Freelance,Savings,0,0
Private,55,19514.53,Biweekly,Owned,6.9,Yes,0,Friend,37,30565.77,Yes,Yes,None,Savings,0,0
Public,46,26237.32,Monthly,Owned,2.1,No,4,Friend,55,34425.8,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,24,33222.16,Bimonthly,Owned,3.8,Yes,4,Friend,84,25311.57,No,Yes,Freelance,Savings,0,0
Public,33,15126.98,Monthly,Owned,3.0,No,4,Sibling,49,25145.88,No,No,Business,Community Plan,0,0
Public,84,17560.19,Biweekly,Owned,4.8,No,3,Friend,95,15551.71,No,Yes,OFW Remittance,Insurance,0,0
Public,31,30317.43,Bimonthly,Rented,5.3,No,1,Spouse,54,29079.18,Yes,No,OFW Remittance,Savings,0,1
Private,114,34394.95,Biweekly,Owned,5.7,No,5,Sibling,61,34451.35,No,No,Business,Savings,0,0
Private,102,37386.0,Monthly,Rented,2.1,No,0,Friend,62,18549.32,Yes,No,Freelance,Savings,0,0
Private,26,29381.57,Monthly,Owned,6.2,No,4,Spouse,20,32631.87,Yes,No,Business,Insurance,0,0
Public,91,34340.86,Bimonthly,Rented,5.4,Yes,3,Sibling,112,37784.27,No,Yes,OFW Remittance,Community Plan,0,0
Public,18,22794.34,Biweekly,Rented,3.3,No,3,Spouse,21,41306.43,Yes,Yes,None,Savings,0,0
Private,89,31258.49,Biweekly,Rented,5.3,No,5,Sibling,75,27455.12,No,Yes,Freelance,None,0,0
Private,24,35435.55,Biweekly,Rented,2.6,Yes,1,Spouse,57,20763.4,No,No,Freelance,None,0,0
Private,35,32835.84,Monthly,Owned,8.6,No,3,Spouse,99,26170.81,No,No,Freelance,Savings,0,0
Public,100,27520.41,Weekly,Rented,3.6,Yes,0,Sibling,36,18896.09,Yes,Yes,Business,Savings,0,0
Private,15,41013.0,Biweekly,Rented,2.1,No,0,Spouse,74,31951.9,No,No,Business,Savings,0,0
Private,29,32419.4,Biweekly,Rented,8.4,Yes,4,Sibling,29,36645.79,No,No,None,Savings,0,0
Private,48,32887.53,Bimonthly,Owned,2.0,No,2,Sibling,35,31836.0,Yes,No,Freelance,Savings,0,1
Private,80,18113.49,Bimonthly,Owned,4.6,No,5,Spouse,35,34169.67,Yes,No,OFW Remittance,Insurance,0,1
Private,107,23856.56,Biweekly,Rented,6.2,No,5,Sibling,65,39040.76,No,Yes,Freelance,None,0,0
Private,45,18072.94,Bimonthly,Rented,2.1,No,0,Friend,40,24416.19,No,Yes,Freelance,Savings,0,0
Public,82,20591.85,Monthly,Owned,0.2,Yes,5,Parent,22,27361.41,No,Yes,None,Savings,0,0
Private,53,30587.91,Weekly,Owned,7.4,Yes,3,Sibling,52,40281.29,No,No,Freelance,None,0,0
Public,52,33437.51,Biweekly,Owned,9.6,Yes,1,Spouse,93,27354.39,No,No,OFW Remittance,Community Plan,0,0
Private,36,21225.63,Weekly,Owned,5.5,Yes,2,Sibling,41,33838.36,No,No,Freelance,Insurance,0,1
Public,104,40373.33,Monthly,Owned,3.3,No,4,Spouse,67,43862.46,No,Yes,None,Community Plan,0,0
Private,90,21131.63,Monthly,Owned,3.2,Yes,5,Parent,73,42579.71,No,Yes,Freelance,Savings,0,0
Private,30,30987.33,Monthly,Rented,6.6,No,4,Spouse,109,32279.8,Yes,No,Business,None,0,0
Private,8,29563.54,Weekly,Owned,3.0,Yes,3,Parent,84,17988.17,Yes,Yes,Freelance,Insurance,0,0
Private,59,15015.65,Weekly,Owned,9.9,No,3,Sibling,20,41389.19,No,Yes,Business,Savings,0,1
Public,47,41442.72,Monthly,Owned,3.9,No,2,Parent,116,27331.61,No,No,Business,Insurance,0,0
Private,32,19739.8,Biweekly,Rented,7.9,Yes,2,Friend,119,28866.57,Yes,Yes,OFW Remittance,Savings,0,1
Public,113,22680.14,Monthly,Owned,8.7,No,5,Friend,31,39433.01,No,Yes,OFW Remittance,Insurance,0,0
Private,75,23054.39,Monthly,Owned,7.3,Yes,0,Sibling,86,16697.73,Yes,Yes,Business,None,0,0
Public,83,18407.82,Weekly,Rented,3.7,Yes,0,Parent,90,20874.66,Yes,Yes,None,Savings,0,0
Private,50,18513.48,Bimonthly,Rented,8.2,Yes,0,Friend,51,30281.73,No,Yes,Freelance,Insurance,0,0
Private,106,31119.91,Weekly,Owned,6.9,Yes,4,Sibling,83,38188.14,Yes,Yes,Business,Community Plan,0,0
Private,61,39431.23,Weekly,Owned,4.4,Yes,1,Friend,98,42216.36,Yes,No,Freelance,None,0,0
Public,74,34529.75,Weekly,Owned,5.4,No,5,Spouse,71,38092.33,No,No,OFW Remittance,Community Plan,0,0
Public,80,37145.84,Bimonthly,Owned,4.1,Yes,1,Parent,11,16942.5,No,Yes,Business,Insurance,0,0
Private,89,15377.56,Biweekly,Rented,6.9,No,5,Spouse,16,36668.11,Yes,No,Freelance,Insurance,0,0
Public,25,24345.07,Biweekly,Owned,2.6,Yes,4,Parent,74,30637.4,No,Yes,Freelance,Savings,0,0
Public,25,32008.7,Monthly,Rented,4.2,No,2,Parent,94,27975.44,Yes,Yes,None,Community Plan,0,0
Private,37,30254.0,Bimonthly,Rented,2.7,Yes,2,Friend,67,36882.9,Yes,Yes,Business,Community Plan,0,0
Private,55,42875.05,Monthly,Rented,2.0,No,5,Parent,45,24414.99,Yes,Yes,None,None,0,0
Private,46,20909.65,Biweekly,Rented,0.4,Yes,4,Sibling,62,16671.42,Yes,No,Freelance,Insurance,0,1
Public,54,43549.38,Weekly,Owned,1.8,No,4,Parent,21,15025.23,No,No,Business,Insurance,0,0
Private,112,34511.95,Monthly,Rented,0.4,Yes,0,Spouse,116,17111.77,Yes,Yes,OFW Remittance,None,0,0
Public,101,15098.23,Bimonthly,Owned,0.7,Yes,0,Parent,107,35276.12,No,Yes,Business,Savings,0,0
Public,40,34187.58,Bimonthly,Owned,9.3,Yes,3,Friend,45,35729.24,No,No,OFW Remittance,Savings,0,0
Public,79,36053.49,Monthly,Owned,3.7,Yes,2,Parent,63,34671.28,Yes,Yes,OFW Remittance,Savings,0,0
Private,68,28084.72,Monthly,Rented,4.3,No,0,Spouse,102,36237.06,No,No,Freelance,Insurance,0,0
Private,49,28322.89,Bimonthly,Owned,7.9,No,5,Parent,66,34716.4,Yes,Yes,None,Insurance,0,0
Private,81,22561.53,Biweekly,Rented,5.6,No,0,Spouse,69,38545.3,Yes,No,None,Savings,0,0
Private,9,36839.85,Bimonthly,Owned,2.5,No,2,Friend,75,28635.3,Yes,No,Business,Savings,0,0
Private,21,35638.37,Monthly,Owned,3.1,No,0,Parent,33,40245.27,Yes,No,Business,Insurance,0,0
Private,116,33237.91,Biweekly,Owned,8.6,No,2,Spouse,75,27305.05,Yes,Yes,Business,None,0,0
Private,109,23930.56,Weekly,Owned,4.2,Yes,4,Spouse,83,36857.22,No,Yes,None,Community Plan,0,0
Public,112,39530.64,Monthly,Rented,0.4,No,2,Friend,96,21436.01,No,No,Business,Insurance,0,0
Public,98,15875.73,Bimonthly,Owned,3.5,No,4,Parent,89,16306.41,Yes,No,Business,None,0,0
Private,11,41609.01,Monthly,Owned,7.9,Yes,1,Parent,36,44114.46,No,No,Business,None,0,0
Public,102,40950.01,Biweekly,Rented,2.8,Yes,5,Parent,26,36012.73,Yes,No,Freelance,Savings,0,1
Private,92,27035.14,Monthly,Owned,7.8,No,1,Sibling,108,27377.68,Yes,No,None,Community Plan,0,0
Private,86,39969.97,Weekly,Rented,0.3,Yes,0,Friend,106,44239.39,Yes,No,None,Savings,0,0
Private,67,25431.27,Biweekly,Rented,2.2,Yes,5,Sibling,98,40765.22,No,Yes,Business,Community Plan,0,0
Public,44,17149.24,Monthly,Rented,0.9,Yes,1,Spouse,111,19362.71,No,Yes,OFW Remittance,None,0,0
Private,96,24615.57,Monthly,Rented,0.9,Yes,1,Spouse,83,28929.69,No,No,None,Insurance,0,0
Private,58,34193.76,Weekly,Rented,4.8,Yes,1,Spouse,107,34514.13,No,Yes,None,Community Plan,0,0
Public,76,31094.57,Monthly,Owned,8.3,Yes,3,Parent,84,16447.23,Yes,No,OFW Remittance,Community Plan,0,0
Public,75,22257.04,Weekly,Owned,6.5,No,5,Parent,78,40248.43,No,No,Business,None,0,1
Private,48,18212.56,Monthly,Rented,3.4,Yes,2,Spouse,51,39055.46,No,No,Freelance,Community Plan,0,0
Public,50,23512.97,Bimonthly,Owned,1.6,No,2,Sibling,106,43695.91,No,Yes,Business,Insurance,0,0
Private,82,44731.37,Bimonthly,Rented,7.1,No,4,Spouse,56,33868.61,No,Yes,Freelance,Community Plan,0,0
Private,48,40614.4,Bimonthly,Rented,1.3,Yes,2,Parent,25,24760.78,No,No,OFW Remittance,Insurance,0,1
Public,94,31547.23,Weekly,Rented,6.1,No,3,Parent,92,15510.27,Yes,No,None,None,0,0
Public,81,27593.88,Bimonthly,Rented,0.9,Yes,1,Parent,101,17664.89,No,Yes,OFW Remittance,Community Plan,0,0
Private,15,37096.88,Monthly,Rented,3.6,No,2,Spouse,25,41192.93,Yes,No,OFW Remittance,Insurance,0,1
Private,50,34828.72,Monthly,Rented,4.2,Yes,0,Spouse,71,36677.79,No,Yes,Freelance,None,0,0
Public,6,31653.99,Weekly,Rented,5.1,Yes,4,Sibling,103,15974.41,No,No,None,None,0,0
Public,61,24019.93,Weekly,Owned,6.7,Yes,4,Sibling,99,15907.79,Yes,Yes,OFW Remittance,None,0,0
Private,59,33639.96,Bimonthly,Owned,1.3,No,0,Friend,117,32905.54,No,No,Freelance,Savings,0,0
Private,82,23050.95,Biweekly,Owned,5.2,Yes,1,Friend,51,17949.79,No,No,OFW Remittance,Community Plan,0,0
Public,67,33066.4,Bimonthly,Rented,1.7,Yes,4,Sibling,84,28532.1,Yes,Yes,Business,None,0,0
Private,91,21351.3,Weekly,Owned,0.6,Yes,3,Parent,65,16607.87,Yes,Yes,Business,None,0,0
Public,6,41778.57,Monthly,Owned,2.6,No,4,Spouse,70,37476.34,Yes,Yes,OFW Remittance,Savings,0,0
Private,109,20089.99,Bimonthly,Owned,8.5,No,2,Spouse,67,37054.4,No,Yes,OFW Remittance,Insurance,0,0
Public,74,38455.86,Biweekly,Rented,9.7,No,2,Sibling,46,43098.01,No,Yes,OFW Remittance,Community Plan,0,0
Private,99,24951.18,Bimonthly,Owned,3.2,Yes,0,Parent,94,31768.33,No,Yes,None,None,0,0
Public,20,41379.88,Biweekly,Rented,1.8,Yes,3,Spouse,107,42059.26,Yes,Yes,Business,None,0,0
Public,59,37688.65,Biweekly,Rented,3.9,Yes,1,Parent,38,24652.25,No,No,Business,Insurance,0,0
Public,115,43414.48,Biweekly,Owned,6.8,No,3,Friend,10,25058.04,Yes,No,Freelance,Community Plan,0,0
Public,16,25801.35,Monthly,Owned,6.0,No,5,Parent,86,38744.94,No,Yes,None,Community Plan,0,0
Private,42,21229.95,Monthly,Rented,3.3,Yes,1,Sibling,39,44819.52,Yes,No,OFW Remittance,Community Plan,0,0
Private,33,40872.94,Biweekly,Owned,3.2,No,1,Sibling,52,27154.35,Yes,Yes,Freelance,Insurance,0,0
Public,50,28089.86,Biweekly,Owned,1.0,No,1,Spouse,14,27638.86,Yes,No,Freelance,Insurance,0,0
Private,111,26464.82,Monthly,Owned,8.4,Yes,3,Sibling,27,17648.32,No,Yes,None,Insurance,0,1
Private,74,18918.22,Weekly,Rented,6.3,No,3,Friend,78,35163.28,No,Yes,Business,Savings,0,0
Public,20,41550.8,Weekly,Owned,6.3,No,2,Sibling,58,31139.85,No,Yes,OFW Remittance,Insurance,0,0
Public,111,37600.12,Weekly,Rented,4.4,Yes,2,Spouse,16,30515.85,Yes,Yes,Business,Insurance,0,0
Private,85,26169.35,Monthly,Owned,5.3,Yes,5,Friend,14,43051.05,No,Yes,Freelance,Insurance,0,0
Public,118,29431.04,Weekly,Owned,1.2,Yes,5,Parent,79,31963.16,No,No,Freelance,None,0,0
Public,75,24640.32,Bimonthly,Owned,7.4,No,3,Sibling,119,28794.87,Yes,Yes,Business,Savings,0,0
Private,66,28090.09,Bimonthly,Owned,7.0,No,3,Friend,78,25076.63,No,Yes,Business,Insurance,0,0
Public,48,44616.36,Biweekly,Rented,3.9,Yes,0,Parent,35,31187.09,No,Yes,Business,Community Plan,0,0
Public,30,34899.38,Bimonthly,Rented,4.3,No,1,Spouse,108,16611.64,No,No,Freelance,Insurance,0,0
Public,81,27975.43,Monthly,Owned,10.0,No,2,Spouse,66,28445.39,No,Yes,Business,None,0,0
Private,20,41414.8,Weekly,Owned,0.7,Yes,4,Spouse,98,37059.23,Yes,Yes,OFW Remittance,Savings,0,1
Public,6,42527.48,Monthly,Owned,0.9,No,5,Parent,93,15113.94,Yes,No,None,Insurance,0,0
Private,52,17917.1,Monthly,Owned,4.3,No,2,Parent,11,17866.43,Yes,Yes,Business,Community Plan,0,0
Private,91,42265.6,Biweekly,Owned,8.0,Yes,1,Sibling,89,17490.06,Yes,No,None,Community Plan,0,0
Public,25,19815.75,Weekly,Rented,9.7,No,5,Parent,55,26928.86,Yes,Yes,None,None,0,0
Private,48,29710.21,Bimonthly,Owned,9.4,Yes,1,Friend,68,31288.63,Yes,Yes,Freelance,None,0,0
Public,119,38685.38,Biweekly,Rented,6.8,Yes,3,Sibling,98,27389.71,No,No,None,Insurance,0,0
Private,14,30995.94,Weekly,Owned,0.9,No,2,Parent,29,19359.7,No,Yes,None,Community Plan,0,0
Public,83,25663.73,Bimonthly,Owned,0.2,No,3,Spouse,116,42753.77,No,Yes,OFW Remittance,Community Plan,0,0
Public,103,25768.7,Bimonthly,Rented,0.9,Yes,5,Sibling,66,40140.63,Yes,No,Freelance,Community Plan,0,0
Public,14,27700.0,Bimonthly,Owned,2.7,No,3,Friend,50,35914.25,Yes,No,None,Community Plan,0,0
Public,27,24281.95,Monthly,Owned,5.4,No,2,Parent,45,15512.04,Yes,Yes,Business,Community Plan,0,0
Public,22,34648.45,Monthly,Owned,5.0,No,0,Spouse,73,33251.59,No,Yes,None,Community Plan,0,0
Public,51,39477.88,Monthly,Owned,6.9,No,2,Parent,100,33979.13,No,No,Business,Savings,0,0
Public,17,31208.48,Bimonthly,Rented,6.5,Yes,3,Spouse,74,20299.24,No,No,OFW Remittance,Community Plan,0,0
Private,9,30870.6,Monthly,Rented,4.2,No,5,Parent,51,28147.67,No,Yes,None,None,0,0
Private,51,41049.24,Monthly,Owned,3.4,Yes,5,Parent,17,34232.2,No,No,Business,Insurance,0,0
Private,81,26145.19,Monthly,Rented,6.2,Yes,3,Spouse,107,23410.5,No,Yes,Freelance,Savings,0,0
Private,62,32798.32,Biweekly,Rented,7.2,Yes,4,Sibling,86,42656.32,Yes,Yes,OFW Remittance,None,0,0
Private,39,35748.47,Biweekly,Rented,2.9,Yes,1,Sibling,62,23897.58,No,Yes,OFW Remittance,Community Plan,0,0
Private,97,23465.97,Bimonthly,Rented,0.3,Yes,4,Spouse,113,20741.77,Yes,Yes,OFW Remittance,Insurance,0,0
Private,84,27199.14,Monthly,Owned,1.6,Yes,5,Sibling,53,40831.56,No,No,Business,Savings,0,0
Private,110,39902.3,Biweekly,Owned,4.8,Yes,3,Sibling,66,15218.4,No,Yes,Business,Insurance,0,0
Private,7,40918.0,Biweekly,Owned,6.8,Yes,3,Parent,106,24695.62,Yes,Yes,Freelance,Community Plan,0,0
Public,6,36723.58,Monthly,Owned,2.3,Yes,2,Sibling,55,16127.37,No,No,None,Savings,0,0
Private,103,38674.26,Biweekly,Owned,4.1,No,5,Friend,105,39739.9,No,Yes,OFW Remittance,Savings,0,0
Public,98,36812.09,Weekly,Rented,5.7,Yes,5,Sibling,109,37887.93,Yes,No,Freelance,Insurance,0,0
Public,46,15801.31,Bimonthly,Rented,3.4,Yes,5,Friend,50,43186.35,No,Yes,None,Savings,0,1
Private,25,28182.75,Bimonthly,Owned,0.7,No,3,Friend,68,29956.76,Yes,Yes,None,Savings,0,0
Private,60,27931.92,Monthly,Rented,8.9,Yes,4,Friend,51,16839.35,Yes,No,OFW Remittance,None,0,0
Public,113,30783.13,Bimonthly,Owned,5.7,No,0,Sibling,17,29317.8,Yes,No,Freelance,Insurance,0,0
Public,55,42642.31,Biweekly,Rented,6.7,No,3,Parent,38,29779.53,Yes,No,Freelance,Savings,0,0
Private,101,21715.91,Monthly,Rented,4.8,No,1,Friend,109,25237.98,Yes,Yes,Freelance,Insurance,0,0
Public,90,35463.61,Bimonthly,Rented,4.8,Yes,5,Friend,109,29115.32,No,No,OFW Remittance,Insurance,0,0
Private,24,36058.11,Monthly,Owned,5.5,No,0,Friend,53,22420.02,Yes,Yes,Business,None,0,0
Public,67,28229.25,Monthly,Owned,2.8,Yes,5,Sibling,93,24708.04,Yes,Yes,OFW Remittance,None,0,1
Private,52,42031.02,Weekly,Owned,1.9,Yes,4,Sibling,80,16900.13,Yes,Yes,OFW Remittance,Savings,0,0
Public,104,34888.42,Bimonthly,Rented,7.8,Yes,2,Parent,91,39985.52,Yes,No,OFW Remittance,Savings,0,0
Public,65,21271.95,Bimonthly,Owned,5.7,No,5,Friend,74,33969.18,Yes,Yes,None,None,0,0
Private,47,39392.57,Monthly,Owned,8.3,No,3,Parent,92,22466.03,No,Yes,OFW Remittance,Community Plan,0,0
Private,95,36406.45,Weekly,Owned,1.6,No,4,Parent,32,39707.89,Yes,No,OFW Remittance,Community Plan,0,0
Private,26,40597.76,Biweekly,Rented,0.2,Yes,1,Friend,93,18321.54,No,No,None,Insurance,0,0
Private,120,43897.88,Weekly,Owned,2.2,No,4,Spouse,99,30505.62,Yes,No,Business,Community Plan,0,0
Public,101,37232.29,Monthly,Owned,3.6,Yes,4,Spouse,49,21431.03,Yes,No,Freelance,Community Plan,0,0
Public,68,18361.5,Bimonthly,Owned,8.8,No,4,Parent,61,17787.14,No,No,Freelance,Savings,0,0
Public,25,29265.48,Bimonthly,Rented,4.6,Yes,3,Friend,74,27491.85,Yes,Yes,Freelance,Insurance,0,0
Public,108,34516.4,Biweekly,Rented,4.0,Yes,4,Parent,83,38441.5,Yes,No,OFW Remittance,Community Plan,0,0
Private,17,41100.13,Biweekly,Rented,4.5,No,3,Parent,76,26717.46,No,Yes,None,Community Plan,0,0
Public,108,27290.76,Monthly,Owned,9.7,No,2,Sibling,76,41667.27,No,Yes,None,Community Plan,0,0
Private,74,40010.09,Biweekly,Rented,8.9,No,2,Sibling,17,29435.39,No,No,Business,Community Plan,0,0
Public,27,26367.4,Monthly,Rented,5.6,Yes,4,Sibling,63,37545.59,No,Yes,OFW Remittance,Savings,0,0
Public,103,27661.47,Monthly,Rented,4.1,No,4,Spouse,21,40254.95,No,No,None,Community Plan,0,0
Private,95,16401.14,Bimonthly,Rented,9.3,No,4,Sibling,95,43394.41,Yes,No,OFW Remittance,Community Plan,0,1
Private,28,35491.81,Weekly,Owned,6.9,Yes,5,Parent,17,38338.79,Yes,Yes,None,None,0,0
Public,117,22429.29,Biweekly,Owned,9.9,Yes,1,Spouse,66,23396.19,No,Yes,None,Insurance,0,0
Public,30,41259.89,Weekly,Rented,3.4,No,3,Spouse,92,23870.62,No,Yes,Freelance,Community Plan,0,0
Public,108,42681.2,Bimonthly,Owned,4.7,No,0,Parent,37,25805.05,No,No,OFW Remittance,None,0,0
Private,114,33142.57,Weekly,Owned,5.0,Yes,4,Spouse,113,34754.13,No,Yes,Freelance,None,0,0
Public,48,42846.52,Biweekly,Rented,9.5,No,5,Friend,112,33633.97,No,No,OFW Remittance,Insurance,0,0
Public,106,39301.25,Biweekly,Owned,0.7,No,2,Friend,112,31110.31,No,Yes,Freelance,Savings,0,0
Private,7,23974.83,Bimonthly,Owned,1.9,No,3,Spouse,84,40821.98,No,No,Freelance,Community Plan,0,0
Private,58,27217.36,Weekly,Rented,9.4,Yes,1,Sibling,71,43341.77,No,Yes,Business,None,0,0
Public,55,30125.9,Monthly,Owned,8.8,Yes,3,Sibling,51,44067.14,No,Yes,Business,Insurance,0,0
Private,12,35410.43,Biweekly,Rented,5.8,No,2,Spouse,47,39231.3,Yes,No,Business,None,0,0
Private,93,30113.39,Bimonthly,Rented,6.2,Yes,2,Sibling,77,21754.9,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,109,15671.06,Bimonthly,Rented,6.4,No,3,Friend,118,40427.53,No,No,OFW Remittance,Insurance,0,0
Private,16,43750.13,Monthly,Owned,3.2,Yes,2,Friend,106,25589.21,No,No,None,None,0,0
Public,94,43997.25,Biweekly,Rented,8.0,Yes,0,Spouse,15,38413.1,No,No,None,Insurance,0,0
Public,118,42106.14,Biweekly,Rented,3.2,Yes,0,Sibling,71,44375.55,Yes,Yes,None,None,0,0
Public,50,26237.03,Bimonthly,Owned,6.3,Yes,2,Spouse,20,28442.27,No,Yes,OFW Remittance,Community Plan,0,0
Public,9,31618.24,Bimonthly,Owned,4.2,No,1,Sibling,27,37603.57,No,Yes,Business,Savings,0,0
Public,78,29024.66,Weekly,Rented,5.8,Yes,5,Parent,105,36548.26,No,No,OFW Remittance,None,0,0
Private,67,42879.38,Monthly,Owned,2.9,No,5,Sibling,23,18049.87,Yes,Yes,None,Savings,0,0
Public,112,20873.57,Monthly,Rented,9.0,Yes,1,Spouse,87,44963.56,No,No,None,None,0,0
Public,37,32584.79,Bimonthly,Rented,2.3,Yes,5,Sibling,45,42173.28,Yes,Yes,Freelance,None,0,0
Public,11,32404.91,Weekly,Owned,9.5,No,4,Parent,17,32440.35,No,No,OFW Remittance,Savings,0,0
Private,39,28189.22,Bimonthly,Owned,4.6,No,5,Parent,40,26683.93,Yes,Yes,None,None,0,1
Private,37,34529.11,Bimonthly,Rented,7.1,Yes,4,Friend,19,22428.93,Yes,No,Freelance,Savings,0,1
