Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Emp_Tenure,Comaker_Net_Salary,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,79.615944,38336.273,Bimonthly,Owned,3.7316117,No,2.6131732,Friend,-0.06498271,0.99998325,Leader,Frequently,Business,Community Plan,-0.009734416,0.13237603
Private,88.83629,36965.36,Bimonthly,Owned,3.680625,No,2.3770366,Friend,-0.040064164,0.999995,Leader,Frequently,Business,Community Plan,0.009670036,0.0021950083
Private,94.433945,38261.586,Bimonthly,Owned,3.6015904,No,2.7877395,Friend,-0.07236359,0.9999372,Leader,Frequently,Business,Community Plan,0.07011393,0.16723464
Private,88.10492,35581.87,Bimonthly,Owned,3.5306287,No,2.7495193,Friend,0.09265894,0.9999791,Leader,Frequently,Business,Community Plan,-0.017998751,-0.11942068
Private,76.6294,36345.62,Bimonthly,Owned,3.6931076,No,2.423561,Friend,-0.08274735,0.9999928,Leader,Frequently,Business,Community Plan,-0.04932719,0.16443478
Private,90.26795,37963.375,Bimonthly,Owned,3.5349314,No,2.5498722,Friend,-0.07824085,0.999938,Leader,Frequently,Business,Community Plan,-0.023206793,0.14235327
Private,85.07162,38366.125,Bimonthly,Owned,3.5878608,No,2.5578065,Friend,-0.0154584255,0.9999615,Leader,Frequently,Business,Community Plan,0.0765266,0.006046258
Private,87.87883,39953.492,Bimonthly,Owned,3.4564345,No,2.754234,Friend,-0.025134724,0.9999692,Leader,Frequently,Business,Community Plan,0.037965566,0.15132134
Private,80.3021,40412.215,Bimonthly,Owned,3.7916076,No,2.7250028,Friend,-0.1749607,0.9999623,Leader,Frequently,Business,Community Plan,0.017003607,0.02514555
Private,82.92824,38771.984,Bimonthly,Owned,3.4848404,No,2.7039652,Friend,-0.022105265,0.9999639,Leader,Frequently,Business,Community Plan,0.007958535,0.10216251
Private,87.961075,34976.656,Bimonthly,Owned,3.3286269,No,2.5463898,Friend,0.01419115,0.9999277,Leader,Frequently,Business,Community Plan,0.06534489,-0.058972448
Private,83.084595,36170.145,Bimonthly,Owned,3.3315864,No,2.3813944,Friend,0.010154516,0.99996924,Leader,Frequently,Business,Community Plan,0.010647517,0.0567756
Private,84.91768,38052.684,Bimonthly,Owned,3.521163,No,2.7160542,Friend,-0.03612827,0.9999864,Leader,Frequently,Business,Community Plan,0.0026582566,0.055796117
Private,74.51025,34624.45,Bimonthly,Owned,3.346938,No,2.6232736,Friend,-0.15959843,0.9999935,Leader,Frequently,Business,Community Plan,-0.08624839,-0.01016658
Private,90.139694,38049.895,Bimonthly,Owned,3.4677987,No,2.571273,Friend,0.14944607,0.99995345,Leader,Frequently,Business,Community Plan,0.025652766,-0.06610437
Private,80.602264,35833.91,Bimonthly,Owned,3.4439454,No,2.843869,Friend,0.016078196,0.99996656,Leader,Frequently,Business,Community Plan,0.013345797,0.09078776
Private,84.366646,40566.63,Bimonthly,Owned,3.3917575,No,2.767196,Friend,-0.03206006,0.9999847,Leader,Frequently,Business,Community Plan,0.03324229,0.16926171
Private,84.367355,40171.52,Bimonthly,Owned,3.597347,No,2.861428,Friend,0.024913788,0.99991614,Leader,Frequently,Business,Community Plan,0.10916549,0.10649198
Private,84.30969,35620.848,Bimonthly,Owned,3.221211,No,2.577159,Friend,0.059904065,0.9999632,Leader,Frequently,Business,Community Plan,0.013089945,-0.013851851
Private,87.63896,38480.805,Bimonthly,Owned,3.596288,No,2.598731,Friend,-0.095568225,0.9999247,Leader,Frequently,Business,Community Plan,0.11608264,0.05832449
Private,85.570274,40001.39,Bimonthly,Owned,3.8283753,No,2.815417,Friend,-0.23422728,0.99998397,Leader,Frequently,Business,Community Plan,0.11417418,0.08768453
Private,86.49772,36995.51,Bimonthly,Owned,3.2845306,No,2.4441352,Friend,-0.030846737,0.99998754,Leader,Frequently,Business,Community Plan,-0.028316379,0.018636817
Private,84.44767,36406.633,Bimonthly,Owned,3.5194664,No,2.735789,Friend,-0.115013495,0.9999369,Leader,Frequently,Business,Community Plan,0.010679312,0.02936916
Private,83.56846,39182.977,Bimonthly,Owned,3.6897945,No,2.5796237,Friend,-0.23817123,0.9999857,Leader,Frequently,Business,Community Plan,0.042953413,0.18659776
Private,79.81323,38612.777,Bimonthly,Owned,3.7784507,No,2.796424,Friend,-0.2863042,0.99999684,Leader,Frequently,Business,Community Plan,0.007147947,0.2335833
Private,82.741745,38589.984,Bimonthly,Owned,3.4257774,No,2.6470587,Friend,-0.0123899905,0.99997604,Leader,Frequently,Business,Community Plan,0.04191878,0.14250378
Private,81.8633,37727.793,Bimonthly,Owned,3.5311458,No,2.6542852,Friend,-0.10213345,0.9999419,Leader,Frequently,Business,Community Plan,0.00953448,0.08551095
Private,77.75374,37783.254,Bimonthly,Owned,3.4107156,No,2.7146282,Friend,0.01142762,0.9999858,Leader,Frequently,Business,Community Plan,-0.0971411,0.08343606
Private,78.98679,37651.734,Bimonthly,Owned,3.6270545,No,2.7281134,Friend,-0.008911761,0.9999926,Leader,Frequently,Business,Community Plan,0.07899129,-0.07013034
Private,85.54308,37549.55,Bimonthly,Owned,3.4383116,No,2.6706269,Friend,0.08637406,0.9999233,Leader,Frequently,Business,Community Plan,-0.04853213,0.14811236
Private,83.62334,40176.684,Bimonthly,Owned,3.5881307,No,2.8645208,Friend,-0.091323785,0.99996895,Leader,Frequently,Business,Community Plan,-0.028005127,0.12279831
Private,90.68389,38998.19,Bimonthly,Owned,3.6219916,No,2.84623,Friend,0.029714132,0.99997765,Leader,Frequently,Business,Community Plan,0.008978323,0.10176896
Private,81.59101,38129.09,Bimonthly,Owned,3.6111007,No,2.7499096,Friend,-0.08229167,0.9999583,Leader,Frequently,Business,Community Plan,0.025476485,0.09689136
Private,82.799805,38367.02,Bimonthly,Owned,3.8044434,No,2.7207122,Friend,-0.23644856,0.9999572,Leader,Frequently,Business,Community Plan,0.10513622,0.17247725
Private,84.378456,37099.668,Bimonthly,Owned,3.6977797,No,2.7034078,Friend,-0.06052022,0.9999723,Leader,Frequently,Business,Community Plan,0.037093636,0.13293819
Private,84.37124,40591.918,Bimonthly,Owned,3.7653508,No,2.887206,Friend,-0.01946643,0.9999883,Leader,Frequently,Business,Community Plan,0.20196778,-0.041765045
Private,83.130974,39198.742,Bimonthly,Owned,3.4940703,No,2.8211107,Friend,-0.11626539,0.9999664,Leader,Frequently,Business,Community Plan,0.14198148,0.021923129
Private,82.56203,38469.867,Bimonthly,Owned,3.6180608,No,2.6708262,Friend,-0.024744196,0.99997985,Leader,Frequently,Business,Community Plan,0.081645995,0.05466626
Private,92.304634,36755.598,Bimonthly,Owned,3.4205873,No,2.5502207,Friend,0.29329088,0.99996525,Leader,Frequently,Business,Community Plan,0.08044661,-0.17079741
Private,86.26561,39959.273,Bimonthly,Owned,3.4763863,No,2.5317333,Friend,-0.04309087,0.999986,Leader,Frequently,Business,Community Plan,0.11224471,0.021646176
Private,85.74067,37306.973,Bimonthly,Owned,3.5421321,No,2.68603,Friend,0.029916462,0.99998116,Leader,Frequently,Business,Community Plan,0.028978059,0.0706018
Private,88.463394,40866.31,Bimonthly,Owned,3.388603,No,2.6998727,Friend,-0.110757135,0.999994,Leader,Frequently,Business,Community Plan,0.033569004,0.23974976
Private,76.07847,37384.168,Bimonthly,Owned,3.543317,No,2.873842,Friend,-0.10492518,0.9999947,Leader,Frequently,Business,Community Plan,0.02464421,0.2363799
Private,87.7148,36162.523,Bimonthly,Owned,3.4632943,No,2.4547336,Friend,-0.07857733,0.999991,Leader,Frequently,Business,Community Plan,0.03400802,0.12235034
Private,76.96163,40726.832,Bimonthly,Owned,3.7055001,No,2.8382921,Friend,-0.1622046,0.99999225,Leader,Frequently,Business,Community Plan,-0.09513993,0.1902288
Private,86.48304,40870.977,Bimonthly,Owned,3.533611,No,2.767377,Friend,-0.021010745,0.9999808,Leader,Frequently,Business,Community Plan,0.15044613,0.09278815
Private,84.00583,38159.438,Bimonthly,Owned,3.3250747,No,2.7374747,Friend,-0.05207709,0.999981,Leader,Frequently,Business,Community Plan,-0.086288765,0.10186373
Private,78.76674,38898.445,Bimonthly,Owned,3.7059479,No,2.8094695,Friend,0.10405427,0.99998343,Leader,Frequently,Business,Community Plan,0.08333319,0.011706999
Private,77.33406,39039.594,Bimonthly,Owned,3.5115411,No,2.7242162,Friend,-0.13428354,0.9999849,Leader,Frequently,Business,Community Plan,0.13989165,0.15579168
Private,81.16205,41047.824,Bimonthly,Owned,3.5107977,No,2.6908696,Friend,-0.16093215,0.99996424,Leader,Frequently,Business,Community Plan,0.058731925,0.0341599
Private,84.795364,38961.938,Bimonthly,Owned,3.8496587,No,2.629786,Friend,0.0040127495,0.9999337,Leader,Frequently,Business,Community Plan,0.07494983,0.06795627
Private,83.03966,38896.133,Bimonthly,Owned,3.5956857,No,2.6651843,Friend,-0.024707468,0.9999679,Leader,Frequently,Business,Community Plan,-0.029838525,0.12218917
Private,84.13734,38394.17,Bimonthly,Owned,3.6291788,No,2.7858157,Friend,-0.08007593,0.99996316,Leader,Frequently,Business,Community Plan,0.028491227,0.08871969
Private,80.72806,39794.016,Bimonthly,Owned,3.6797283,No,2.9694226,Friend,-0.06539203,0.9999855,Leader,Frequently,Business,Community Plan,0.12963577,0.012651182
Private,90.35546,37815.02,Bimonthly,Owned,3.2683406,No,2.516402,Friend,0.09150851,0.99999416,Leader,Frequently,Business,Community Plan,0.03308236,-0.0020428477
Private,83.51824,39010.004,Bimonthly,Owned,3.5226624,No,2.7299595,Friend,0.10071039,0.99994105,Leader,Frequently,Business,Community Plan,-0.027219944,0.067899875
Private,84.47367,35046.41,Bimonthly,Owned,3.8541844,No,2.633274,Friend,-0.104938164,0.9999488,Leader,Frequently,Business,Community Plan,0.11707406,0.0066383737
Private,83.94982,39917.523,Bimonthly,Owned,3.6762488,No,2.8123555,Friend,0.016752765,0.99998033,Leader,Frequently,Business,Community Plan,0.051347025,0.08044805
Private,82.04947,37805.098,Bimonthly,Owned,3.7800577,No,2.7836375,Friend,-0.11899524,0.99992037,Leader,Frequently,Business,Community Plan,-0.0285483,-0.038318943
Private,85.88487,38216.43,Bimonthly,Owned,3.7033434,No,2.7821157,Friend,-0.17046696,0.9999726,Leader,Frequently,Business,Community Plan,0.02424542,0.06730344
Private,77.04263,35530.336,Bimonthly,Owned,3.6463385,No,2.4842978,Friend,-0.19500616,0.99999195,Leader,Frequently,Business,Community Plan,0.07293279,-0.009721991
Private,83.19095,38362.707,Bimonthly,Owned,3.6719766,No,2.8375854,Friend,-0.034201484,0.9999814,Leader,Frequently,Business,Community Plan,0.061455343,-0.0068995156
Private,88.62798,40911.484,Bimonthly,Owned,3.514054,No,2.8896203,Friend,0.027079822,0.99998546,Leader,Frequently,Business,Community Plan,0.02018045,0.14715584
Private,81.32611,39420.188,Bimonthly,Owned,3.7952218,No,2.781269,Friend,-0.08055701,0.9999892,Leader,Frequently,Business,Community Plan,-0.011774741,0.077240355
Private,79.708984,39044.57,Bimonthly,Owned,3.5936766,No,2.9486923,Friend,-0.15879902,0.9999775,Leader,Frequently,Business,Community Plan,0.060142335,0.058335394
Private,81.96175,37827.113,Bimonthly,Owned,3.8179758,No,2.7111928,Friend,0.030069802,0.99993986,Leader,Frequently,Business,Community Plan,0.07891253,0.025179066
Private,85.23139,37304.043,Bimonthly,Owned,3.5524154,No,2.6824071,Friend,0.08202037,0.99995774,Leader,Frequently,Business,Community Plan,-0.0106754685,-0.048362695
Private,74.98584,35845.66,Bimonthly,Owned,3.4434657,No,2.726566,Friend,-0.033211738,0.99997944,Leader,Frequently,Business,Community Plan,-0.10167346,0.042462107
Private,88.24493,39055.992,Bimonthly,Owned,3.5655313,No,2.4011467,Friend,-0.051483903,0.9999811,Leader,Frequently,Business,Community Plan,0.10352872,-0.020852754
Private,80.35492,39513.637,Bimonthly,Owned,3.5905151,No,2.6479194,Friend,-0.08982736,0.99999064,Leader,Frequently,Business,Community Plan,-0.16660435,0.15592092
Private,91.18099,38828.22,Bimonthly,Owned,3.5041196,No,2.5641208,Friend,-0.0039055783,0.9999209,Leader,Frequently,Business,Community Plan,-0.0016130946,0.16206706
Private,88.01679,39011.527,Bimonthly,Owned,3.533424,No,2.5819113,Friend,-0.137428,0.99996215,Leader,Frequently,Business,Community Plan,-0.04563915,0.029056776
Private,77.38684,35485.566,Bimonthly,Owned,3.3246708,No,2.7779331,Friend,0.10786674,0.99998707,Leader,Frequently,Business,Community Plan,-0.021023251,0.057252284
Private,86.77711,37854.1,Bimonthly,Owned,3.6366575,No,2.7826545,Friend,-0.06801049,0.99994737,Leader,Frequently,Business,Community Plan,0.043687675,0.14463335
Private,87.2813,40251.84,Bimonthly,Owned,3.5460942,No,2.644144,Friend,-0.055966057,0.99992096,Leader,Frequently,Business,Community Plan,0.090477034,0.1705135
Private,85.576126,40169.523,Bimonthly,Owned,3.9924164,No,2.6902308,Friend,-0.22367565,0.9998956,Leader,Frequently,Business,Community Plan,0.09071729,0.08065354
Private,91.73276,41380.285,Bimonthly,Owned,3.6659513,No,2.6289494,Friend,-0.010772401,0.99999136,Leader,Frequently,Business,Community Plan,0.05514325,0.1372041
Private,74.52246,37419.465,Bimonthly,Owned,3.3801622,No,2.7958894,Friend,0.14909908,0.9999914,Leader,Frequently,Business,Community Plan,-0.16244993,-0.002563225
Private,80.700836,37547.594,Bimonthly,Owned,3.8315327,No,2.6408186,Friend,-0.20553033,0.99995583,Leader,Frequently,Business,Community Plan,0.025696222,0.022761354
Private,88.17486,37539.617,Bimonthly,Owned,3.3179967,No,2.768565,Friend,0.022634288,0.9998717,Leader,Frequently,Business,Community Plan,-0.036699094,0.06717903
Private,80.64894,39582.15,Bimonthly,Owned,3.2625082,No,2.8184998,Friend,0.015850728,0.99997735,Leader,Frequently,Business,Community Plan,0.06405599,0.06877885
Private,87.17748,38048.402,Bimonthly,Owned,3.761367,No,2.7360632,Friend,-0.12534712,0.99994665,Leader,Frequently,Business,Community Plan,0.0892522,0.057311695
Private,87.56184,37585.27,Bimonthly,Owned,3.3951497,No,2.6553133,Friend,0.08559812,0.99993515,Leader,Frequently,Business,Community Plan,0.06084022,0.014112872
Private,84.705315,36882.12,Bimonthly,Owned,3.7148201,No,2.7581809,Friend,0.015139659,0.99997413,Leader,Frequently,Business,Community Plan,0.0580185,0.0635444
Private,81.26289,38832.31,Bimonthly,Owned,3.6786776,No,2.755351,Friend,-0.13685504,0.9999169,Leader,Frequently,Business,Community Plan,-0.004227464,0.10899167
Private,84.57528,37930.645,Bimonthly,Owned,3.1960378,No,2.7497525,Friend,0.33842885,0.9999639,Leader,Frequently,Business,Community Plan,-0.037717607,-0.0043872166
Private,82.14131,37635.723,Bimonthly,Owned,3.5038815,No,2.8217015,Friend,0.05577935,0.9999827,Leader,Frequently,Business,Community Plan,0.06519074,-0.0037394154
Private,84.741005,39610.03,Bimonthly,Owned,3.4304972,No,2.7995837,Friend,0.0097418735,0.9999905,Leader,Frequently,Business,Community Plan,0.040059716,0.11995505
Private,80.13657,37768.33,Bimonthly,Owned,3.6394024,No,2.7239227,Friend,-0.0046070106,0.9999957,Leader,Frequently,Business,Community Plan,0.006365973,-0.03445183
Private,82.027695,37321.555,Bimonthly,Owned,3.7729394,No,2.8388236,Friend,-0.14889047,0.99995756,Leader,Frequently,Business,Community Plan,0.06860247,0.045324482
Private,82.725,37068.55,Bimonthly,Owned,3.6886654,No,2.7511163,Friend,0.10595609,0.99998945,Leader,Frequently,Business,Community Plan,-0.08079736,0.027990777
Private,85.259476,38813.008,Bimonthly,Owned,3.681223,No,2.6361253,Friend,-0.103874825,0.9999802,Leader,Frequently,Business,Community Plan,0.052629296,0.11284305
Private,79.356384,38081.84,Bimonthly,Owned,3.635497,No,2.780999,Friend,-0.09057541,0.99998474,Leader,Frequently,Business,Community Plan,0.047444306,0.047402263
Private,75.58377,38141.426,Bimonthly,Owned,3.4230518,No,2.712188,Friend,-0.088696346,0.9999405,Leader,Frequently,Business,Community Plan,0.044963866,0.14613993
Private,90.8052,40544.883,Bimonthly,Owned,3.6755917,No,2.857096,Friend,0.01650051,0.99999076,Leader,Frequently,Business,Community Plan,0.057766978,0.02358399
Private,71.99798,37086.242,Bimonthly,Owned,3.5390496,No,2.8101704,Friend,-0.0661943,0.99997884,Leader,Frequently,Business,Community Plan,0.093629174,-0.0053687873
Private,84.99096,37072.82,Bimonthly,Owned,3.6677036,No,2.641863,Friend,-0.0682202,0.999947,Leader,Frequently,Business,Community Plan,0.05646207,0.12560649
Private,83.05977,39391.984,Bimonthly,Owned,3.7402992,No,2.5346196,Friend,-0.14087304,0.999973,Leader,Frequently,Business,Community Plan,0.18724973,0.071276054
Private,74.33364,38990.547,Bimonthly,Owned,3.3599648,No,2.7432349,Friend,-0.055602092,0.99998677,Leader,Frequently,Business,Community Plan,-0.0035912967,0.07539966
Private,85.81859,42653.59,Bimonthly,Owned,3.4532986,No,2.768565,Friend,0.09201672,0.9998329,Leader,Frequently,Business,Community Plan,0.081999086,0.13261223
Private,91.98698,43329.41,Bimonthly,Owned,3.3936892,No,2.4972222,Friend,-0.08109028,0.9999895,Leader,Frequently,Business,Community Plan,0.08916607,-0.012482982
Private,86.111336,42588.0,Bimonthly,Owned,3.8710902,No,2.8549986,Friend,-0.06866859,0.9999578,Leader,Frequently,Business,Community Plan,0.079760656,0.1385185
Private,82.60353,36770.844,Bimonthly,Owned,3.4343996,No,2.6962004,Friend,-0.036445677,0.9999375,Leader,Frequently,Business,Community Plan,0.045215756,-0.029347805
Private,82.50045,38205.375,Bimonthly,Owned,3.531275,No,2.7502058,Friend,-0.023913426,0.9999836,Leader,Frequently,Business,Community Plan,0.03948477,0.042541545
Private,82.27628,39747.094,Bimonthly,Owned,3.3969674,No,2.7094219,Friend,-0.13342446,0.9999888,Leader,Frequently,Business,Community Plan,0.06598695,0.06902245
Private,83.32025,37561.516,Bimonthly,Owned,3.3623865,No,2.6617408,Friend,0.08330977,0.99998456,Leader,Frequently,Business,Community Plan,0.05529921,0.030957501
Private,84.80877,36267.176,Bimonthly,Owned,3.5046976,No,2.723611,Friend,-0.023373075,0.9999885,Leader,Frequently,Business,Community Plan,0.09494168,-0.095540054
Private,81.06345,36326.977,Bimonthly,Owned,3.1795678,No,2.6152673,Friend,0.07469024,0.9999283,Leader,Frequently,Business,Community Plan,-0.026436597,0.074040584
Private,86.74055,38895.67,Bimonthly,Owned,3.514548,No,2.849075,Friend,0.011618904,0.9999882,Leader,Frequently,Business,Community Plan,0.08626195,0.04388856
Private,86.52888,35791.06,Bimonthly,Owned,3.4784815,No,2.3758266,Friend,0.118264146,0.99997956,Leader,Frequently,Business,Community Plan,-0.013269663,-0.077071965
Private,83.93727,37702.66,Bimonthly,Owned,3.530924,No,2.5959935,Friend,-0.14707263,0.99998343,Leader,Frequently,Business,Community Plan,-0.116432436,0.07029078
Private,70.771904,38031.49,Bimonthly,Owned,3.5416253,No,2.868498,Friend,0.07173872,0.9999915,Leader,Frequently,Business,Community Plan,-0.01130332,0.089392364
Private,85.95117,38824.85,Bimonthly,Owned,3.786438,No,2.8259828,Friend,-0.0013307483,0.99996406,Leader,Frequently,Business,Community Plan,0.12969424,0.028263353
Private,89.2046,40679.367,Bimonthly,Owned,3.5806377,No,2.805283,Friend,0.18120581,0.9999944,Leader,Frequently,Business,Community Plan,0.0005679763,-0.16988005
Private,78.727356,41687.258,Bimonthly,Owned,3.311015,No,2.759348,Friend,0.10190366,0.99996203,Leader,Frequently,Business,Community Plan,-0.055116523,0.11697373
Private,84.33205,38922.56,Bimonthly,Owned,3.6883128,No,2.7085545,Friend,-0.06771324,0.9999143,Leader,Frequently,Business,Community Plan,0.020369291,0.0116266925
Private,89.37984,39290.97,Bimonthly,Owned,3.849477,No,2.7347865,Friend,-0.1345606,0.99999595,Leader,Frequently,Business,Community Plan,0.07211196,0.08338544
Private,84.70512,36057.938,Bimonthly,Owned,3.3045013,No,2.6982613,Friend,0.15164289,0.99996233,Leader,Frequently,Business,Community Plan,-0.08221068,0.06638653
Private,80.72771,37206.99,Bimonthly,Owned,3.8988445,No,2.7472649,Friend,0.002978193,0.99996436,Leader,Frequently,Business,Community Plan,0.08502994,0.067720495
